web-scraper-order	content	like	collection	comment	com1	com2	com3	com4	com5
1681276434-265	最近喝过几种常见的且比较火的汽水，对比了下，个人觉得峨眉雪的荔枝汽水最好喝，味道浓汽很足。大窑和宏宝莱的荔枝差不多 但比峨眉雪差点点。橙味的话 宏宝莱比大窑好点，大窑色素太重了喝完杯子上一层黄色，但是个人觉得北冰洋又强于二者，只是始终没明白桔子和橙子口味的区别…  所以总结起来就是荔枝峨眉雪 橙味北冰洋 其次大窑荔枝好于宏宝莱 宏宝莱橙味好于大窑…… 纯个人口味观点…	0	0	1	你最近闲吗				
1681276437-266	"东北小孩应该都熟悉这个大瓶的饮料哈哈哈哈
我们小时候不用吸管
都是对瓶吹"	4	1	1	什么价格哇				
1681276443-267	"经历了考教资前一天复习、考教资和考完教资在家美美吃好吃的这三天还瘦了哈哈哈哈哈哈哈哈哈哈哈哈
初始体重：180.3
今日体重：173.2（昨天没称不知道瘦多少反正瘦了）
总减重：7.1

今日??
早餐：睡大觉
午餐：和室友出去炫东北菜hhh  吃了锅包肉??、日本豆腐、五花肉炖粉条??、东北大拉皮??、地三鲜??????、猪肉大葱水饺??、橙子味大窑汽水??还买了一个??喝了椰子水 耶耶??????????
晚餐：火龙果"	0	0	0					
1681276445-268		6	3	3	真是无语=_=哪个碳酸饮料没有添加剂，你还不如发条视频倡导大家喝白开水呢				
1681276447-269	千里迢迢从东营给我背回来的大窑坐高铁 只能背一瓶 说实话 味道真挺好??	0	0	0					
1681276449-270	"这四款饮料历史应该都上百年了，今天我们来测评一下老国货饮料的味道，真实无广

1??1??秋林格瓦斯
新包装真是比旧包装时尚了好多，我去过他们工厂，?非常干净?不是勾兑的?是那种发酵的。味道酸酸甜甜，气泡很足，反正我很爱喝

2??2??大窑
大窑在毫升上一直是佼佼者??价格又实惠。是齐齐哈尔的老品牌，吃烤肉喝大窑????东北人应该都知道。这款味道比较甜，跟格瓦斯相比，我更喜欢格瓦斯

3??3??华洋1982
这款是很重的橙子味??很甜，包装其实蛮好看的，但是味道我给三分，五分满

4??4??八王寺1920
升级版的包装很nice，但味道我是不喜欢，很弄的添加剂味，我给四分"	0	0	0					
1681276452-271	火鸡面＋玉米＋鸡蛋＋山姆烤鸡＋牛肉＋大窑	2	0	0					
1681276454-272	烧烤??	0	0	0					
1681276456-273		2	0	0					
1681276460-274	"烧烤配大窑yyds，第一次吃淄博派别的烧烤，不知道正不正宗。小饼卷的烧烤也算是很新颖，一定要在五花肉烤得滋滋冒油的时候卷上，配上小葱和蘸酱，味道绝了。我们配的小葱蘸酱，店里应该还有其他调味料。肉、小饼、小葱、蘸酱每一样都平平无奇，但就是搭配在一起吼吼吃！肉品质没有多好，吃的就是这样的形式！
#烤串     #"	1	0	0					
1681276462-275	麻辣烫、麻辣拌、麻辣香锅…究竟哪个才是你的最爱呢？…	1	0	0					
1681276465-276	"天气好热，必须整点冷饮喝喝，于是尝试制作了生椰拿铁??，没有用椰奶，用的??椰子水搭配咖啡，味道很清爽！非常推荐大家去44，冰块要狂加??，冰块就是yyds，嗷嗷嗷
另外还吃了芋泥面包、肉松小贝、枣糕等、凉皮、海苔肉松卷、大窑饮料??
??????????????????????????????
@吃货薯??@视频薯??@日常薯"	8	3	0					
1681276467-277	樱桃和冰汽水真的绝配，爱死了，拍的非常奈斯我拍的这个可以做广告图吗??感觉好好看	3	0	0					
1681276469-278	自家餐饮店需要丰富一下饮料 但又找不到靠谱的饮料供应商和代理 有没有uu能推下大窑和北冰洋供货商	2	0	2	你找到了吗.有没有介绍一下	你好 怎么联系			
1681276472-279	"糟糕果然还是低估了东北菜的分量了??
??华姐东北菜
来之前期待值太高了实际感觉一般有点失望呐
??东北大拉皮：看《快发》虎子吃得好香啊，但是其实不就是大凉皮??
??溜肉段：救命好油好咸好腻?
??冷面：中规中矩就是普普通通冷面的味道
??酸菜炒粉条（忘记了应该是这名儿吧）：就也一般般没啥味道
??干炸时蔬？（对8??起我是真不记得名字了就记得有时蔬俩字）：它的时蔬only平菇？反正就是菌类，刚上的时候还不错外酥里嫩的，冷掉就不行了，这也没啥味道，就是裹了层粉然后蘸椒盐
??炒方便面（应该不是这么言简意赅通俗易懂的名字都是没办法我不记得了）：全场最好吃的东西了，还得是方便面啊！
??雪衣豆沙：我最最最最想尝的东西，但是果然期望越大失望越大。太太太太太太太油了！真就空口吃油顶不住顶不住??，豆沙也好甜，达咩达咩?
??大窑：刚开始不知道还以为是啥酒精饮料呢，原来就是芬达??
??
??不知道是这家店的原因还是就是这样的，总之就是很失望。
??以后一定要去东北尝尝正宗的！
_"	2	0	0					
1681276477-280	"今天是在敦煌的最后一天啦～去了玉门关遗址和亚丹魔鬼城～

??当天行程：玉门关-雅丹魔鬼城-敦煌夜市

?关于【玉门关】，一个有点“萧条”的景点～个人觉得如果行程很赶的话，也可以不去～哦对，不允许飞无人机～（地理位置敏感）

?关于【雅丹魔鬼城】，也是个有点“荒芜”的景点，主要看雅丹地貌，有时间可以一去～

今天相对而言是轻松的一天，景区也有内部大巴车，不用自己背着东西走～晚上有小伙伴们去看又见敦煌，我们想着轻松一点逛逛夜市就不去看演出了～听说演出还不错，感兴趣有时间的朋友可以去～

这里重点推荐【敦煌夜市】规模不小，东西也挺好吃的，我们吃了一圈：著名的沙葱牛肉饼、陈广记杏皮水、红柳枝羊肉串、香菜毛肚、烤猪蹄、炒羊杂、羊肉馅的烤包子、牛肉酱骨……配上大窑汽水，非常满足！吃完后我们在夜市逛了逛买了小纪念品，随后带了一杯杏皮水、一杯醪糟、一瓶大窑，提着超市补给的饮用水和饮料，打车回了酒店～总体来说，本次旅行最棒的夜市就是敦煌夜市了！"	10+	8	0					
1681276481-281	"山東煙台，海邊城市，吹着冬天的海風，份外爽朗。
一支大窑，一碗餃子，一個早餐。
網紅「愛在17」雙層巴士，遊遍煙台海岸線。
煙台山的外國建築群，也有一堆的貓群，引起途人作出舉起相機的動作。"	1	0	1	哈哈，爱在17，爱在一起，是我们学校征集的标语，想念				
1681276483-282		10+	0	1	为啥不能喝咖啡了				
1681276485-283	"之前喝过大窑嘉宾，最开始觉得香精味儿很浓，但是喝着喝着竟然别有一番风味，可能主要是跟其他饮料味道略有不同，谈不上特别好喝，但也还行，所以尝试了其他口味，可是
1??大窑楂汽。带着气的山楂汁，但是我真的喝出了酸梅汤的感觉，也有山楂的味道但是并不浓重，整体就????
2??大窑荔想。荔枝味道很淡，喝到最后像糖水，可能是我更喜欢果味浓郁一些的，之前喝珍珍觉得还可以，这个似乎太寡淡了些，整体??"	8	7	2	我觉着只有大窑嘉宾好喝				
1681276488-284	"最近爱喝这个????
荔枝味的很是不错????"	0	0	0					
1681276490-285	"减脂期的姐妹们!本期给你们整理了不同的0糖0脂0卡饮料!
减脂期也能实现饮料自由
?东方树叶茉莉花茶
?东方树叶绿茶
?东方树叶乌龙茶
?元气森林气泡水
?可口可乐0度可乐
?美汁源蜜桃气泡饮
?三得利鸟龙茶
?外星人电解质水
?大窑
?可口可乐小宇宙
?芬达无糖
?纤茶玉米桑椹茶
?黄大特油切黄茶
?黄大特九朵茉莉花茶
?纯水乐苏打气泡水
?法国perrier巴黎水气泡水
?MAO冒泡橙子味老汽水
?伊藤园原味绿茶
?元气自在水红豆薏米茶
?小青柠无糖维C
?让茶
??有些会有有糖和无糖两个版本，买的时候定要记得看清楚哦~
买饮料姐妹们要学会看配料表哦！
无糖饮料可能不太好喝，大家理性选择！"	100+	10+	0					
1681276492-286		3	0	0					
1681276495-287		1	0	0					
1681276497-288	"?大东北烤肉太香了，嗷呜嗷呜吃什么 吃齐齐哈尔烤肉??我国幅员辽阔，美食丰富，东南西北中，美食各不同，我怎么才开始吃齐齐哈尔烤肉啊??相见恨晚一见如故

?每一份肉都好吃，每一颗心??都被满足。好押韵啊我。肉都很不错，肥瘦相间，油脂含量得当，烤起来滋滋冒油，包着生菜不会太柴也不会太腻，按照自己的喜好随意一点即可，不用照着排名点。

? 也好吃??酸甜可口，酸酸甜甜就是朝鲜冷面，朝鲜冷面就是酸酸甜甜。是我吃过的好吃的烤冷面前三名??

?还有东北特色饮料??， 大窑汽水，我非常喝的惯，小伙伴喝不惯但表示可以接受不难喝。可以点来浅尝一杯。

?水烙饼要是可以半份半份点就好了，又好吃又顶饱，两个下去，几乎要饱了肉只能看着小伙伴吃了

?我给它90分，还有10分扣在它乱溅的油点子上，人均两个油点子吧。小tip：记得拿餐巾纸塞在衣领里做个小围兜"	100+	100+	10+	你好，大窑是我们呼和浩特的本地饮料不是东北阿呼和浩特郊区有个叫大窑的地方生产的！我从小喝到大，你说这是东北饮料我很不接受阿阿阿	已加入肯德基豪华午餐收藏夹	老板是东北汉子，还会给你推荐	你快说中国人不骗中国人	大众点评一搜，仿佛一下看到了姐妹的账号
1681276499-289	"东北同事带我们去吃的哈哈哈，第一次吃这种，调料也是现学的，同事放啥我放啥
吃的超饱，都直不起腰了，串里头的肚儿是我最爱！自己面前的格子老觉得看不到啥好吃的，一个劲儿盯着人家面前的，觉得人家缸子里的啥啥都好吃hhhhh（其实每个格子都差不多的"	0	0	0					
1681276501-290		1	0	0					
1681276504-291		7	1	0					
1681276506-292	老板说会喝的都喝原味	0	0	0					
1681276508-293	"训练完了就一个字 —— 哈！
青岛人把“喝”念成“哈”"	0	0	0					
1681276510-294	吃火锅喽～	0	0	0					
1681276512-295	"西北的羊肉，一点都不骚。很美味，又便宜。
图二是在这里我第一次看到的大窑汽水??，看起来像啤酒"	2	0	0					
1681276516-296	"被疫情折腾的够呛
此时此刻享受这一刻"	1	0	0					
1681276518-297		1	2	0					
1681276522-298	"今日夏至??撸串的最佳时机来啦！！
而撸串又怎么少得了【解腻神器】汽水呢??
小可今天推荐一款汽水中的性价比之王【大窑汽水】

对比过那么多?小可还是最喜欢大窑这两款口味
不仅加了蜂蜜??搭配冰块还可大幅提升口感~??
最主要5.5??就能喝到520ml一次灌饱！！
超划算有木有??又是守住了钱包的一天?

目前已经在【可多】上新啦~
想体验的友友们快来吧！"	10+	2	4	武汉有卖了？ 买它！	第一次喝大窑是一个北方烧烤店老板推荐的，喝到第一口简直太满足了，后来一直在武汉到处找这款汽水，没想到家门口的可多便利店也能买到啦	这个我在东北那边的时候经常喝！！武汉居然也有卖的??	好喝	
1681276524-299	"没有瓶起子，也懒得买了，直接菜刀开瓶了
不含酒精的汽水
??9.5软妹币三瓶
这包装配色爱了爱了"	6	0	2	哪家店铺买的呀				
1681276526-300		1	0	0					
1681276528-301	做个核酸排了三小时队…需要喝瓶大窑补一补。	3	0	0					
1681276530-302	唯一的缺点：太多了！	1	0	5	广东竟然有	原味的也好喝			
1681276533-303	"被大猪哥安利买了一箱，打开好大的汽，好香的味儿就是那种冰淇淋??的香味
我被安利成功了啊！好好喝"	1	0	0					
1681276535-304	#	10+	5	8	你这雪莲，为什么我吃的不一样呢？	为啥吃魔芋爽放手里吃	你这雪莲和我们小时候吃的雪莲一模一样，连包装都一样，味道还是那个味道吧，价格都没变。		
1681276537-305	怎么会有人不喜欢吃米线多放麻油多放醋的米线馋不馋馋不馋！配上咱的冰镇大窑！真的很舒服好不好！	1	0	0					
1681276540-306	"这两天在进行玉米收获，给大家推荐我们下地后经常吃的煲仔饭，就在南校西门，味道不错！
1. 牛肉煲仔饭
2. 大窑超好喝！
3. 基地阿姨做的饭??"	2	0	0					
1681276542-307	今天上特色饮料之大窑嘉宾，三种口味，果味，橙味，荔枝味，三种售价都是最新日期，售价5元，凭本条红书笔记来店购买，有优惠，5公里内免费送货。	10+	1	7	好多酒 我已经醉在你的主页里了哈哈～	多少钱一件	这个真的好好喝	三种口味哪个最受欢迎	
1681276544-308	#断片儿酒#强爽#大窑	1	0	0					
1681276546-309	大窑汽水荔枝味，敲好喝据说是新出的，是不是只有包头才有？回北京还能不能喝到？	2	0	0					
1681276548-310	"外企快乐打工人
2023.03.08 Plog

女神节去公司参与活动

早上依旧是妈妈牌饭团
鸡块儿版也好吃

阴天雾蒙蒙的
停车场排到我的时候只剩8个空位了
好紧张
下车也凉嗖嗖的

最近一个多礼拜很忙的
月末结账的同时每天都在抓各种数据
上午和一个项目经理开会
他真的so young哦??

中午公司举办了中医养生宣讲活动
体验了一些肩颈按摩的手法
还有花花巧克力和轻食简餐
不过不太合我口味
没吃饱…

忙忙叨叨又是一下午
下班前小分队临时兴起出去过节
到万达等红灯时还有警察小哥哥在指挥
辛苦咯哦

万达金街哪哪人都好多
太久没见过这么热闹的场面了
看起来大部分是周边大学的学生们
在金街排了三家号
大四喜最快
大窑最高??"	0	0	0					
1681276551-311		0	0	0					
1681276553-312		0	0	0					
1681276555-313	偏甜，汽泡感不足，荔枝味比较浓，可以接受	2	0	2	还有罐装的是，长见识了				
1681276557-314	"宅家的日子再加上周末
放纵的理由有了
看个电影配一瓶快乐肥仔水
不甜不齁，放冰箱冰一下
完美
os:忽略我这粗糙的扣图
【绿色分享】"	0	0	0					
1681276559-315	冻起来啃比吃冰沙还绝绝子，放榨汁机也很爽，亲测！！第一次喝大窑是不是东北娃子所谓的童年的味道！！	0	0	0					
1681276562-316	第一次喝味道还可以，橙子味比绿瓶的好喝	1	0	1	色素糖水				
1681276564-317	祝吴京紫气东来 兔年大吉	9	2	0					
1681276566-318	"??国货品牌的代表??
一见倾心，一口劲爽，当你与大窑邂逅时，这个夏天够了??
【大窑橙诺橙味汽水】味道跟芬达很像，但是感觉橘子味更浓，更甜??
【大窑嘉宾果味汽水】有水果的清香味，细品起来居然有老冰棍的味道??
??两款大量到货??"	4	1	0					
1681276568-319	茶虽好喝，不要贪杯哦	2	0	2	原来是酒				
1681276570-320	我以为大窑（yao），结果是大窖（jiao）我说怎么这么便宜还一股子纯色素味	2	0	3	不仔细看真还看不出来	哈哈哈哈哈抱歉没忍住	哈哈哈哈哈哈哈哈，原谅我笑了		
1681276573-321	工厂OEM代工厂	0	0	0					
1681276575-322		0	0	0					
1681276577-323		1	0	0					
1681276579-324	我记得大窑是内蒙古产的，为什么这个大窑是宁夏生产的！上次买过假大窑，有点不敢买了！	1	0	1	大窖				
1681276581-325	"个人感觉大窑还是橙味最好喝
??
口感比北冰洋甜一点点
气泡多，碳酸感十足
重点是热量低
价格也比较亲民

可以囤起来"	0	0	0					
1681276584-326	喝下去真心酷爽，中国人不骗中国人！	0	0	0					
1681276586-327		0	0	0					
1681276588-328	#大窑#饮料#气泡水#好喝的饮料	0	0	0					
1681276590-329	呼市人的骄傲??小时候喝完一个玻璃瓶还能退五毛	3	2	4	昨天在潍坊刚喝的 今天就刷到了！	我特别喜欢！！！			
1681276592-330	"想念荔枝味的大窑 福来顺的超大份土豆片 东北超大铁锅炖 撒满芝士的火锅 杂七杂八的台东小吃  超大份清蒸海鲜大杂烩  全是肉的肉包子 绝好喝的牛奶燕麦 和 热情的山东人  有机会一定要跟姐妹再去
  
?"	3	0	0					
1681276595-331	"今天是铁锅炖，在我的意识里没有吃过这个大的锅做的饭。食堂除外哈。
东北同事带我吃了铁锅炖排骨，我的妈耶，真的香迷糊了。为什么我这才第一次吃啊，吃撑了没吃够，下次说吃铁锅炖大鹅。刚吃完就已经期待下一次了，哦对了，还有那个大窑，也巨好喝。
今天又是羡慕东北家人们的一天。为什么你们有这么多的美食啊？！"	8	0	9	铁锅炖鱼 加豆腐 粉条  也不错	一看就不正宗，东北大鹅只炖酸菜	有的人就像有那个大饼，“一看就不正宗”，就你长眼睛啦？不在东北，各地根据自己的食材口味改良是菜品普及的必由之路。这和部分讨厌的人说“鸳鸯锅不算火锅”有啥区别	这个豆角 想死我算了	我的最爱东北乱炖
1681276597-332	这可是覆盖整个东三省，胶州半岛，甚至整个大北方的神饮了！别跟我说你不知道哈？	3	0	8	新出了个荔枝味，绝了				
1681276599-333	"家人们
对大窑改观了
这个色儿的大窑
是老冰棍儿味儿的
冰镇了以后就=化了的老冰棍儿
强推"	0	0	0					
1681276601-334	以前没喝过，今天尝了尝，发现和黑龙江的大白梨，沈阳周边的八王寺差不多，都是小时候老汽水的味道	3	0	6	喝八王寺长大的觉得大窑好贵，这个价格为啥不喝可乐芬达	太贵了			
1681276604-335	"内蒙朋友推荐，乍看我以为是酒...！
说是她小时候的王者汽水，那时候卖1块钱...
我喝起来还挺好喝的，橙子味，起初不加冰喝，有点甜，加了冰块，就很赞了

你们喝过吗？"	10+	4	6	我们这有 都没人喝小店里的快过期了马上	且将风尘作酒，一饮消愁?	大窑吗，看着好像		
1681276606-336	九瓶的生产日期都被划掉重新打印的，能喝么，谁能给说一下怎么回事	1	0	2	正在喝大窑 商贸公司给你解说 因为生产日期属于批号 发给每个地区每个公司批号不一样 你这个应该是其他地方的公司卖给你们地区的美团仓库 怕被查出来举报罚钱				
1681276608-337	"这面，这馍，也太好吃了吧！
发现非景区的面食都很棒呢
两人一碗居然吃不完！油泼辣子真香～
我适合长住西安！！！"	0	1	2	biangbiang面				
1681276610-338	#大窑#商业模式#可口可乐#北冰洋汽水#商业思维	8	0	0					
1681276612-339		1	0	0					
1681276615-340	"这两个竟然是特产饮料！！
我没有想到大窑是内蒙特产！！
烤肉必备吧！
大白梨有点像冰糖雪梨的口感！但他是有汽的！好喝！"	10+	10+	0					
1681276617-341	"创新添加荔枝??果汁，赋予产品更加细腻的口感????，喝大窑荔想给生活来一泵满满的荔量～
创新添加山楂果汁当山楂和气泡相遇～果味都变得俏皮每一滴在舌尖跃动喷薄??带来酸甜可口的美好体验！新口味新升级～抢先体验"	7	0	2	山楂！！！咋不生产了么	楂汽是停产了吗？买不到了，好想喝			
1681276619-342		4	0	0					
1681276621-343	"抓住夏天的尾巴，来一场海岛之约，威海真的是去了还想去的城市！
市井长巷，聚拢来是烟火，摊开来是人间。有人在夜市或小吃摊的烟火气中长歌纵酒，也有人眼波流转，迎面撞进夏日晚风。人间烟火气，最抚凡人心，喜欢韩乐坊和火炬八街的烟火气、喜欢路边粘着露珠的水果，喜欢那香海夜晚的歌声和篝火，喜欢给我摇秋千的少年，我爱人间这朝朝暮暮的烟火气"	2	0	0					
1681276624-344	小窑汽水大窑的儿子	3	0	1	小窑？				
1681276626-345	"中午喝了一罐，特别困
本来我没有午睡的习惯
今天中午特别困
下午又喝了一罐，又特别困
现在又是特别困(?д?;?)
这是咋回事儿
以前我喝碳酸饮料我也不困啊"	1	0	0					
1681276628-346	"??乙酸戊酯、乙酸异戊酯、丁酸戊酯等物质， 是构成“香蕉味”的主要元素
通过人工合成这几种物质，几乎可以完美复刻香蕉的天然香味
合成梨味儿的配方， 和香蕉味一致
??所以大白梨、大窑、老冰棍儿的味道是一样的

????????????
@生活薯??@知识薯??@吃货薯??@薯队长??@小红书视频号? ?@小红书成长助手"	10+	10+	0					
1681276630-347		0	0	0					
1681276632-348		0	0	0					
1681276635-349	真的好喝，回来广州幸好有电商。冰着常备冰箱里面。随时解渴	2	0	0					
1681276637-350	午餐入选有	4	0	4	还缺打工的不				
1681276639-351	#大窑#饮料#汽水	2	0	0					
1681276641-352	这个含糖量感觉怎么样？想看其他饮料测糖的评论区留言哦	10+	3	0					
1681276644-353	#新泰吾悦广场#春纷新聚场#动感单车#架子鼓#大窑	0	0	0					
1681276650-354	"看黑暗荣耀过于下饭，
反手就点了一份财大附近的石锅拌饭????好次！
糖心太阳蛋??简直超神了

酱汁甜甜的，也不是很咸，光谷周围实在好吃的韩餐太少了，看韩剧又很想吃韩餐??

电视剧里舞剑的周医生帅呆了！
第一季8集根本不够看，3月10号上第二季，在努力找资源中…??
看着个电视剧，突然想起我妈从小教我：单亲家庭的孩子，一定要不惹事，不怕事！??
下午在光谷天地那边新建的LED屏，猫猫??看着像是要钻出来了，太可爱了??
最后的最后，是童年的回忆，老窑的橙汁，6元一瓶真不错??
双休假期度过2/1…有点难受??

今天的天气很不错，好多女孩都骑车出来玩，真不错
Ps：让时间过的慢点吧??"	1	0	0					
1681276652-355	"??有很多想去玩的地方，但是时间不太够
??回长春等着开学啦～～
        
@薯队长 @日常薯 @薯条小助手"	10+	5	10+	哇哇哇好想去	好想去	准备去了	南方人表示特别喜欢哈尔滨	好想去
1681276655-356	"今天开车来的
不喝了不喝了
那算了，不让你喝酒了
那就来个大窑吧

回家七天，喝了第三次大窑了
也不知道好喝在哪里，可能比可乐雪碧要喝的多点？不容易胀肚子？配料表贼丰富，甜水的感觉。

总之也是像山楂树下那种级别的存在了。"	3	0	0					
1681276657-357	"打包了一些零零碎碎不喜欢穿的衣服和鞋子，
有念旧情节，觉得扔了怪可惜，
就想寄给旧衣捐赠平台，至少算个低碳行为，
快递说不上门，要自己送过去，
补了一句：不给钱的话扔了也行。

想知道一些旧衣回收的“潜规则”、“内幕”、“套路”，
再也不想参与旧衣回收啦！

大窑很好喝"	0	0	2	有价值				
1681276659-358	"竟然还是吴京代言的，太震惊啦    
出差中，东营饭店好多这个饮料呀"	1	0	10+	全山东可能都有这个	大窑是国产饮料全国销冠	上次去吃饭看到一小朋友自己去挑饮料挑了这个绿瓶子口味的，他妈妈对着瓶子看了半天找是不是含有酒精	这不是内蒙古特产吗	难喝死了 ，色素糖水就是，气都没有
1681276661-359	#可口可乐#大窑#奇怪的食物	10+	0	3	什么味道				
1681276663-360	"我第一次喝！好好喝
还有那个老冰棍味道的
但就是对我来说太甜了
主要我不怎么喝饮料来着
    @小红书成长助手"	2	0	3	哈哈哈大窑的橘子汽水yyds	没错 经典款最好喝	喝过		
1681276666-361	今天新上特色饮料之大窑嘉宾，新日期，三种口味，果味，橙味，荔枝味，三种售价都是最新日期，售价5元，凭本条红书笔记来店购买，有优惠，5公里内免费送货。	2	1	0					
1681276668-362	"我要把对你的爱灌进大窑里，放进炒菜锅里，
因为我是朴实无华的干饭人。
有没有喜欢喝大窑的宝子们，扣1啊。"	1	1	5	这物资也太充足了	你的饭怪香的??			
1681276670-363		0	0	0					
1681276672-364	火爆招商133 3524 0690	0	0	0					
1681276675-365	哪个口味的更好喝呢	10+	4	100+	黑的	橘子的	大窑黑色果味才是灵魂，荔枝的话我就买珍珍	大姚嘉宾	我选北冰洋
1681276677-366	"在一家东北大叔的饺子店偶遇了心心念念的【大窑】。
大窑嘉宾：看瓶子一副不好惹的样子，结果喝起来香甜可口，很有层次，是可以喝的老冰棍。而且，每次喝脑海里都会自动播放旋律：而我只是嘉宾……

大窑橙诺：都说很像橙子味芬达，不过我觉得大窑更清爽一些，更像记忆中玻璃瓶桔子汽水的味道。
荔枝味下次再尝吧～"	10+	10+	1	好美哟，，				
1681276679-367	"今天来吃新疆羊肉串，
旁边的小哥点了这个饮料。
出于好奇我也选了
没想到味道比美年达好喝
汽很足但是没有齁甜。

另外那个深色瓶的口味有点像泡泡糖

第一次见这个饮料
准备上网回购
       @薯队长 @生活薯 @吃货薯 @带货薯"	1	0	9	一瓶8块	糖精很重，喝完过个把小时舌根还有甜味	我在清美买到了	荔枝味好喝	大窑好喝
1681276681-368	"哈哈
汽水??
小时候的味道
喜欢拿瓶直接喝
爽！
好喝～"	1	0	0					
1681276683-369	"是想偷懒摆烂被锅锅dei出门骑车的晚上
是第二次喝大窑
是想要整个夏天都是荔枝汽水味儿的
????"	10+	2	10+	请问plmm的骑行眼镜！！！	下一目标就是二环，等膝盖养好的??	闪电的盔好长的腿夏日的夜色真美	今天的视频偏短 虽然有美食和美女可以看 但还是不过瘾	封面太米了吧
1681276686-370	今儿逛超市发现的，一开始感觉有点不对！仔细一看还真是大窑冒充的红酒！啊哈哈哈哈哈	0	0	0					
1681276688-371	"@LING萌主-小菱 @五菱汽车 @GAMEBOY潮创玩家
大窑嘉宾儿时的回忆：
小时候，餐桌上大人喝酒，
小孩喝大窑嘉宾。大口吃羊肉，大口喝嘉宾。
时隔多年，大窑嘉宾依然是那个味道。不能喝酒的下了馆子：那就来瓶儿大窑嘉宾吧。
大窑嘉宾一共两个味：来了内蒙，你就说喝“嘉宾味”的，这可是独有的一个嘉宾味。另一个是橙味的。
内蒙的大街小巷，几乎每家都有大窑嘉宾，而且是必不可少的饮料。
大窑嘉宾为什么那么好喝？最主要的还是符合大众的口味吧，也不贵。而且配各种菜肴都美味。"	10+	10+	5	哈哈哈	设计的用心了	厉害，潮创没你我不看	哈哈	水在流，鱼在游，爱你不需要理由
1681276690-372	东北的量是真的大	5	1	1	美好				
1681276692-373	作为土生土长的本地饮品，冰峰一直在西安有着极高的认可度，即便在可口可乐、健力宝等强势进入的情况下，都没能撼动其地位。但来自内蒙古的大窑，如今似乎经有了压过“地头蛇”冰峰的势头。所以餐桌上的你，会怎么选择？	10+	1	100+	大窑不好喝，冰峰有点贵不划算，所以我选择果啤	涨到三块钱以后确实会影响大家的选择，还是两块的话那肯定毫无疑问选冰峰	冰峰大窑都不喝，太贵了。小木屋YYDS。	冰峰三块划不来了，影响很大	小木屋2.5元一大瓶yyds
1681276694-374	"不知道从什么时候起开始有这个汽水的？??
好好喝～特别像小时候喝的山海关。
反而现在的山海关都没有这个像山海关??
（我在说什么...）
本年度在国内喝的汽水MVP～"	3	0	10+	真的跟山海关一个味 气很足 我超爱	山海关他孙子			
1681276697-375	"真的是第一次喝大窑荔枝味
真的太好喝了！荔枝味特别浓郁！
不过好像不是所有餐馆都有
那天也是偶然发现的荔枝味
还是最后一瓶被我拿了！推荐所有的宵夜商家都去入吧！
真的好喝！"	10+	6	10+	和珍珍有区别吗？	对对对！好喝！我就是在饭店喝到了忘了名字来小红书找找看的	刚喝了一箱，每瓶一半后就感觉糖精味出来了。。还是橙子最好喝	我也去试一下	想喝
1681276699-376	"??老盐黄皮：找茶友
夏天一定不要错过，王霏霏推荐超级超级好喝

??霸气金玉黄皮：奈雪
奈雪家的，不如找茶友的老盐黄皮

??泰绿手打柠檬茶
感觉每家都一样，喝不出差别
跟我一样不爱喝纯的柠檬茶的宝宝加了泰绿你会来谢谢我的！

??霸气牛油果生椰糯米：奈雪的茶
好喝，推荐

??冰鲜柠檬水：蜜雪冰城
雪王明星产品，新鲜便宜大碗

??奶酪奶茶：麦吉machi
周杰伦奶茶??注意请配合刘畊宏食用～

??王炸山楂汁
不推荐，不如奈雪的草莓山楂汁好喝

??大红袍珍珠奶茶：凑凑
是去凑凑的原因！超级正宗的台湾奶茶，一定要喝！

??大窑荔爱、大窑嘉宾：东北特产

??新疆格瓦斯
新疆饭店里的格瓦斯果真跟淘宝的不同～"	7	2	0					
1681276701-377	"??爱心投喂
   
事情起源于和猪在兰州拉面吃早饭的时候看到墙角的一箱大窑！想起了去年拔牙时候第一次喝到口的惊艳"	6	0	0					
1681276703-378	"激烈的市场环境下，大窑2021年销售额突破30亿元的传闻在各大媒体平台疯传，这一数据在之后被不少业内人士所认同。可谓是国产碳酸饮料的一匹黑马，它将成为国产碳酸饮料的龙头品牌。

今天，魔镜市场情报将带您从产品、消费者和市场个维度全面剖析大窑成功背后的秘密。
本文要点
国货正当红，但需要将合适的东西放在合适的位置。
国货碳酸饮料品牌不能再“倚老卖老”，Z世代人群成为重点受众。
大窑品牌通过年轻化标签和公域营销触达更多消费者。
碳酸饮料品牌可能需要进一步重视渠道布局，粗狂的经销商模式可能将被颠覆。
无糖饮料概念已经成熟，新品牌入局无糖市场需要关注消费者侧需求，代糖的高成本可能会随竞争加剧而让饮料利润变薄。

魔镜市场情报，持续了解更多行业干货～"	10+	10+	0					
1681276706-379	从第一次听到这个到现在不过两周，但是发现好像身边的人都知道。。。而且出去吃饭基本都是这个，咋回事，怎么突然就火了，是我out了吗@	1	0	7	我觉的真的不好喝，味道怪怪的。	汽水。不知道其他地方。我们这特产。小时候就喝。	荔枝的好喝	汽水，有多种口味	
