评论ID	品牌	结果情感	评论内容	评论日期
19044115683	简爱酸奶	正面	简爱酸奶的常客，给宝宝喝放心！京东快递配送快！	2023-04-22
19044109026	简爱酸奶	正面	简爱的酸奶的常客，京东快递配送快！	2023-04-22
19044096717	简爱酸奶	正面	疫情期间买过无数次，今年活动相对较少，好容易碰上一次非常开心！产品一直支持！希望活动多一些！	2023-04-22
19044091514	简爱酸奶	正面	可以可以可以可以用来做水果酸奶很好	2023-04-22
19044064320	简爱酸奶	正面	日期新鲜的感人 酸奶好喝 看到优惠 马上下单	2023-04-22
19044069285	简爱酸奶	正面	20号下单的，日期是12号的	2023-04-22
19044061017	简爱酸奶	负面	差评，不会再买了，3月25日买的，给我寄20生产的，保质期20天，我一天一瓶根本就喝来不及，剩下的只能扔了，烂店，劝大家不要买	2023-04-22
19044059841	简爱酸奶	正面	包装很好	2023-04-22
19044051573	简爱酸奶	正面	宝宝从8个月开始就喝简爱零添加酸奶，喝的津津有味，尽管无蔗糖的她也不嫌弃酸，真是大爱呀，后来喝了苹果西梅的零蔗糖也很喜欢喝，希望继续坚持	2023-04-22
19043998516	简爱酸奶	正面	这次的日期真真的特别好，还有补贴很合适哦	2023-04-22
19043982029	简爱酸奶	正面	本来还很担心东西不好，拿到手发现完全多虑了，五星好评	2023-04-22
19043926489	简爱酸奶	正面	健康无糖，多次回购了	2023-04-22
19043914561	简爱酸奶	正面	简爱的酸奶还可以，就是买太多了	2023-04-22
19043908328	简爱酸奶	正面	简爱的酸奶还可以，就是买太多了	2023-04-22
19043893566	简爱酸奶	正面	除了宝宝不爱喝，没啥别的毛病	2023-04-22
19043879383	简爱酸奶	正面	好贵哦这个，孩子喜欢就好	2023-04-22
19043837945	简爱酸奶	正面	好喝的酸奶，一直回购	2023-04-22
19043845127	简爱酸奶	正面	日常囤货 很好喝 味道不错 品质好	2023-04-22
19043840569	简爱酸奶	正面	日期新鲜	2023-04-22
19043841136	简爱酸奶	正面	酸奶日期是最新的，可以放心购买	2023-04-22
19043829499	简爱酸奶	正面	第n次回购了，宝宝抢着喝	2023-04-22
19043830518	简爱酸奶	正面	非常感谢，非常好的宝贝，非常感谢，非常好的宝贝，	2023-04-22
19043827491	简爱酸奶	正面	非常感谢，非常好的宝贝，非常感谢，非常好的宝贝，	2023-04-22
19043829763	简爱酸奶	正面	非常感谢，非常好的宝贝，非常感谢，非常好的宝贝，	2023-04-22
19043822103	简爱酸奶	正面	非常感谢，非常好的宝贝，非常感谢，非常好的宝贝，	2023-04-22
19043817220	简爱酸奶	正面	非常感谢，非常好的宝贝，非常感谢，非常好的宝贝，	2023-04-22
19043826978	简爱酸奶	正面	非常感谢，非常好的宝贝，非常感谢，非常好的宝贝，	2023-04-22
19043825535	简爱酸奶	正面	无限回购，宝宝超喜欢	2023-04-22
19043805263	简爱酸奶	正面	宝宝很爱喝呀，，，，	2023-04-22
19043798358	简爱酸奶	正面	价格很实惠，不沾盖子	2023-04-22
19043773483	简爱酸奶	正面	味道好，无糖健康，自己可以加点蜂蜜更有营养	2023-04-22
19043766082	简爱酸奶	正面	好喝！价格实惠	2023-04-22
19043763493	简爱酸奶	正面	东西非常好，配送非常快！	2023-04-22
19043740257	简爱酸奶	正面	宝宝的第一口酸奶呢，必须选简爱呀	2023-04-22
19043733624	简爱酸奶	负面	谨慎购买 我拿到就剩13天保质期了 实在不想给差评 实在忍不住了	2023-04-22
19043738684	简爱酸奶	正面	两个宝宝都在喝，一次性买了很好放在冰箱	2023-04-22
19043726601	简爱酸奶	正面	基本上每天一袋，孩子很喜欢喝，很健康。	2023-04-22
19043721335	简爱酸奶	正面	基本上每天一袋，孩子很喜欢喝，健康无添加	2023-04-22
19043719787	简爱酸奶	正面	口感很好，孩子喜欢喝。	2023-04-22
19043710776	简爱酸奶	正面	娃很喜欢喝，超市里买的挺贵的，京东搞活动还是蛮划算的	2023-04-22
19043711069	简爱酸奶	正面	配料表可以，多次购买了，宝宝喜欢	2023-04-22
19043701563	简爱酸奶	正面	没啥缺点，娃很爱喝这款酸奶，搞活动的时候还是蛮划算的，超市里太贵了&hellip;&hellip;	2023-04-22
19043693069	简爱酸奶	正面	个人觉得吃不惯，品质还可以	2023-04-22
19043677758	简爱酸奶	正面	宝宝的第一口酸奶，希望好喝吧，主要是没有乱七八糟的东西，比较安全。	2023-04-22
19043662472	简爱酸奶	正面	好评！	2023-04-22
19043658131	简爱酸奶	正面	好评好评	2023-04-22
19043632717	简爱酸奶	正面	送货上门挺及时，物流相当给力，谢谢	2023-04-22
19043626879	简爱酸奶	正面	好吃	2023-04-22
19043629136	简爱酸奶	正面	非常好喝 性价比非常高 孩子喜欢喝	2023-04-22
19043583467	简爱酸奶	正面	口感不错，主要是无糖，吃的放心。	2023-04-22
19043577745	简爱酸奶	正面	配料表比较干净，就是多添加了葡萄原汁和白砂糖，因为葡萄原汁自身带果糖，所以又多添加了白砂糖，因此一天也不要多喝，口感不错，比较清新。	2023-04-22
19043546861	简爱酸奶	正面	好喝的酸奶    不含糖	2023-04-22
19043534402	简爱酸奶	正面	无数次回购，大人孩子都爱喝	2023-04-22
19043533917	简爱酸奶	正面	配方好，给孩子喝放心，含糖量少适合宝宝	2023-04-22
19043517174	简爱酸奶	正面	不错，一直购买的这个产品，宝贝喜欢。	2023-04-22
19043511803	简爱酸奶	正面	包装完整，冷藏食品配有冰块。	2023-04-22
19043493807	简爱酸奶	正面	感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手	2023-04-22
19043496885	简爱酸奶	正面	不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！	2023-04-22
19043479084	简爱酸奶	正面	好好好，儿子特别喜欢喝	2023-04-22
19043449561	简爱酸奶	正面	给孩子喝的酸奶，配料简单，喝着放心，娃很喜欢	2023-04-22
19043454306	简爱酸奶	正面	京东购物快捷方便，无糖健康	2023-04-22
19043386835	简爱酸奶	正面	物流快，物品新鲜，价格美丽	2023-04-22
19043245565	简爱酸奶	正面	质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了	2023-04-22
19043374645	简爱酸奶	正面	这款百香果酸牛奶非常好喝，口感清爽，酸甜适中，非常开胃。它是由新鲜百香果和纯牛奶精心配制而成，无人工添加，健康营养，富含维生素C和钙质等多种营养成分。作为一款健康的饮品，它非常适合各个年龄段的人群享用，尤其是夏季酷热时刻解暑必备。	2023-04-22
19043376557	简爱酸奶	正面	非常好喝的一款酸奶了。买了不下10次，无论哪种味道都很好喝。这款酸奶没有添加明胶，所以显得有点稀。活动期间买性价比更加友好。	2023-04-22
19043334998	简爱酸奶	正面	非常好，家里基本所有东西都是在京东上来购买，发货速度非常快，产品的质量和品控还是非常好的.快递小哥的态度也是非常棒的.推荐，五颗星好评哦，棒棒哒	2023-04-22
19043341106	简爱酸奶	正面	非常好，家里基本所有东西都是在京东上来购买，发货速度非常快，产品的质量和品控还是非常好的.快递小哥的态度也是非常棒的.推荐，五颗星好评哦，棒棒哒	2023-04-22
19043335766	简爱酸奶	正面	非常好，家里基本所有东西都是在京东上来购买，发货速度非常快，产品的质量和品控还是非常好的.快递小哥的态度也是非常棒的.推荐，五颗星好评哦，棒棒哒	2023-04-22
19043339623	简爱酸奶	正面	挺好喝的一款酸奶。不错的。	2023-04-22
19043330930	简爱酸奶	正面	带娃必需品，值得入手	2023-04-22
19043327306	简爱酸奶	正面	走保鲜封着，特别贴心	2023-04-22
1205444808147	简爱酸奶	负面	大无语事情！越来越失望了！买了三个口味共三十瓶，结果日期都不新鲜，都是4月14号的。 4月17日下单， 19号发货（收到的都是4月14号的，那为什不能下了单就发货呢，我不明白！无语[emoji]） 21号收到的，竟然发的全是一个星期以前的，着实不能接受！ 给大家一句忠告：一次买的不要太多！不然遇到我这样的情况，就很尴尬[emoji]	2023-04-22
1205444808145	简爱酸奶	负面	大无语事情！越来越失望了！买了三个口味共三十瓶，结果日期都不新鲜，都是4月14号的。 4月17日下单， 19号发货（收到的都是4月14号的，那为什不能下了单就发货呢，我不明白！无语[emoji]） 21号收到的，竟然发的全是一个星期以前的，着实不能接受！ 给大家一句忠告：一次买的不要太多！不然遇到我这样的情况，就很尴尬[emoji]	2023-04-22
1206057578915	简爱酸奶	正面	宝宝很喜欢，但是他说果蔬的有点酸了哈哈[emoji]	2023-04-22
1205774461076	简爱酸奶	负面	撇开产品质量，到手已经22号，但是生产日期是17号的，已经过去4天，保质期只有21天，心里总是不舒服的	2023-04-22
1205760809402	简爱酸奶	正面	好	2023-04-22
1206378663625	简爱酸奶	正面	好喝，没有甜味，有淡淡的椰子味和椰子香	2023-04-22
1206314647722	简爱酸奶	正面	送货速度快 包装好 宝宝喝着放心	2023-04-22
1205786213505	简爱酸奶	负面	搜索无敏酸奶找到的这家店，结果喝了孩子严重过敏，请不要继续打无敏的广告！希望大家买之前一定慎重，受苦的是孩子！找店家沟通不要继续宣传无敏，免得更多的宝宝出问题，却只会推脱责任，扯什么过敏有很多原因，不愿意改正自己宣传无敏的问题！发声就是希望其他宝宝不要继续受伤害！	2023-04-22
1205437284804	简爱酸奶	负面	这次的日期很不新鲜，14号收到，生产日期是6号的，大大的无语	2023-04-22
1206113738962	简爱酸奶	正面	多次购买，非常好的酸奶。	2023-04-22
1205434600756	简爱酸奶	正面	好喝，我女儿喜欢原味的	2023-04-22
1206113014262	简爱酸奶	正面	日期新鲜，包装完好，快递服务也很不错。	2023-04-22
1205780237576	简爱酸奶	负面	一般般，有点贵。。。。。。。	2023-04-22
1205778181238	简爱酸奶	正面	日期超新鲜，好评好评好评	2023-04-22
1206067762137	简爱酸奶	正面	配料干净，宝宝很喜欢吃	2023-04-22
1205431384275	简爱酸奶	正面	好喝，不齁甜	2023-04-22
1205773961272	简爱酸奶	正面	很不错活动囤的很合适，有活动会继续囤。	2023-04-22
1206110618859	简爱酸奶	正面	口感绵密细腻，非常不错	2023-04-22
1206066010945	简爱酸奶	正面	收到货就看日期，非常满意，发货也很快	2023-04-22
1206363671478	简爱酸奶	正面	这款很好吃，吃完有饱腹感，里面有白砂糖。	2023-04-22
1206326467825	简爱酸奶	正面	包装很好	2023-04-22
1205816941601	简爱酸奶	正面	哈哈 好多呢  嘻嘻 价格也合适 哈哈	2023-04-22
1206342707129	简爱酸奶	正面	好喝，送到的时候冰袋也没怎么化。	2023-04-22
1205816489188	简爱酸奶	正面	我们家娃喜欢这个酸奶	2023-04-22
1205481348329	简爱酸奶	正面	儿子们的最爱	2023-04-22
1206086754994	简爱酸奶	负面	不好喝 以后不在李佳琦直播间买东西了	2023-04-22
1205746905674	简爱酸奶	正面	女儿经常喝这个酸奶，含糖量没有那么高 且牛乳成分比较好 每次收到手里冰块还没有融化完呢 比在超市买的划算多了 就是这个保质期短，一次性不要买太多哦 推荐购买	2023-04-22
1206108466178	简爱酸奶	正面	无糖的有一点酸酸的，但是味道也能接受，主要对血糖好，希望配料是真的这么干净	2023-04-22
1206307419071	简爱酸奶	正面	喜欢这个味道和入口的感觉。	2023-04-22
1205763937396	简爱酸奶	正面	到手还是很新鲜	2023-04-22
1205763937393	简爱酸奶	正面	很新鲜，宝宝很喜欢	2023-04-22
1206084806769	简爱酸奶	正面	送货快～味道也好～爱了爱了	2023-04-22
1206327567135	简爱酸奶	正面	好吃的，回购款。搬家之后离超市远了只能网购了	2023-04-22
1206322119485	简爱酸奶	正面	速度快 品质好	2023-04-22
1206060226348	简爱酸奶	正面	日期比较新鲜！不错！！！	2023-04-22
1206083570987	简爱酸奶	正面	4.19的日期很新鲜啊，今天4.22收到，每次都是淘宝买的最新鲜，很满意。好喝好喝	2023-04-22
1206321291369	简爱酸奶	正面	日期很新鲜 孩子也爱喝这个口味	2023-04-22
1205805313751	简爱酸奶	正面	宝贝已收到[emoji]，超级喜欢，颜值高又实用，超级喜欢！???	2023-04-22
1205804697093	简爱酸奶	正面	好喝，超市14块多3盒，顺丰包邮，送到还是冰的，日期也很新鲜。顺丰是我最喜欢的快递，没有之一！	2023-04-22
1205462768125	简爱酸奶	正面	直播价格很优惠，无糖的很健康。有椰子味道的甜味刚刚好。	2023-04-22
1205757693188	简爱酸奶	正面	日期新鲜，就是发货慢	2023-04-22
1206336995266	简爱酸奶	正面	好喝，推荐	2023-04-22
1206056530656	简爱酸奶	正面	好喝，以前总买大瓶的，第一次买这款，也好喝。	2023-04-22
1206363191536	简爱酸奶	正面	口感一吃就觉得很健康！哈哈	2023-04-22
1205801645925	简爱酸奶	正面	发货极速	2023-04-22
1206350327835	简爱酸奶	正面	发货很快，包装完好无损，日期很新，味道还可以，配料表也很干净	2023-04-22
1206122298099	简爱酸奶	正面	酸奶配料很干净，日期也新鲜，不错。	2023-04-22
1206055978402	简爱酸奶	正面	喜欢给宝宝喝这种没有添加的酸奶，口感很好，活动的时候比超市便宜很多，就是发货有点慢。	2023-04-22
1205458480783	简爱酸奶	正面	配方简单，口感略酸，不过宝宝吃的很放心哦 物流很快，包裹很严实，来的时候冰袋一点没化	2023-04-22
1205423780562	简爱酸奶	正面	不错	2023-04-22
1206383935092	简爱酸奶	正面	总体来说，确实很不错，客服的服务态度也很棒，物超所值，真心推荐	2023-04-22
1205801309550	简爱酸奶	正面	孕期降糖必备酸奶，就是希望活动多一点～	2023-04-22
1205455672869	简爱酸奶	正面	一如既往好，孩子就爱喝这个酸奶，包装也很完好。	2023-04-22
1205754469976	简爱酸奶	正面	还不错  很快就发货了	2023-04-22
1205754469974	简爱酸奶	正面	孩子很喜欢 不错	2023-04-22
1206053742181	简爱酸奶	正面	日期很好，也有赠品	2023-04-22
1206118510349	简爱酸奶	正面	非常好，很香，很新鲜，包装完美，会回购的。	2023-04-22
1206332907083	简爱酸奶	正面	五星好评，非常好！想不到那么快就到了！	2023-04-22
19043225315	简爱酸奶	正面	日期新鲜	2023-04-21
19043231898	简爱酸奶	正面	日期新鲜	2023-04-21
19043225955	简爱酸奶	正面	味道还是很好的哦。希望再便宜些。	2023-04-21
19043183927	简爱酸奶	正面	简爱的酸奶真的味道不错，而且配方简单，没有其他的添加剂，价格相对实体店来说，京东购物更加划算，已经是家里常备食品了，继续买。	2023-04-21
19043138226	简爱酸奶	正面	跟风入了父爱配方的酸奶，看评论好多人说没有蔗糖的很酸，宝宝不愿意喝。第一次喝的时候用勺子轻轻地到了一天给孩子浅尝了一下，发现没什么反应，就直接让宝宝喝了。一口气干了一大半。	2023-04-21
19043146002	简爱酸奶	正面	物品非常的好，物流也很快，京东值得信赖！	2023-04-21
19043113622	简爱酸奶	正面	好喝，孩子很喜欢	2023-04-21
19043094463	简爱酸奶	负面	宝宝不喜欢吃，试了一口就放弃了	2023-04-21
19043068535	简爱酸奶	正面	好喝，娃们喜欢喝，以后还要回购的	2023-04-21
19043071884	简爱酸奶	负面	两条都漏了	2023-04-21
19043056504	简爱酸奶	正面	趁着有活动就买了。宝宝比较爱吃这款无糖的酸奶，而且营养配置也比较高。有活动的时候价格也还好，挺好，物美价廉。	2023-04-21
19043045091	简爱酸奶	正面	一直回购的酸奶，很好喝，推荐！！	2023-04-21
19043012578	简爱酸奶	正面	配料表干净，家中常备囤货款?	2023-04-21
19042942594	简爱酸奶	正面	这款优质0??零添加酸奶已回购多次?味道香甜可口美味?物流服务温馨周到细致入微！冷链物流棒棒哒?所以强力推荐给大家分享一下好物哦?	2023-04-21
19042940987	简爱酸奶	正面	这款优质酸奶已回购多次?味道香甜可口美味?物流服务温馨周到细致入微棒棒哒?营养丰富0??添加！所以强力推荐给大家分享一下好物哦?	2023-04-21
19042930600	简爱酸奶	负面	一点都不好喝，宝宝不得意	2023-04-21
19042925495	简爱酸奶	正面	多次购买，大人孩子都爱吃	2023-04-21
19042920180	简爱酸奶	正面	简爱的酸奶真心不错，除了价格有点贵以外没什么毛病，无数次回购了，小朋友很喜欢。京东现在的活动力度也不行了，希望能给老百姓更多实惠	2023-04-21
19042912475	简爱酸奶	正面	宝宝每天喝好几个，每个种类都买了一点，配料干净给宝宝喝放心	2023-04-21
19042922683	简爱酸奶	正面	宝宝喜欢喝，京东比店里划算，宝宝天天喝两三袋儿，消耗还是比较大的。	2023-04-21
19042912590	简爱酸奶	正面	这个酸奶真的特别特别的好喝，每次去超市孩子都要买，但是超市卖的还挺贵的。算下来京东还是价格比较划算的。买了很多次了，希望多做一些活动。	2023-04-21
19042897826	简爱酸奶	正面	孩子很爱喝，一次可以喝一袋，夏天了可以囤着每天喝，宝宝喜欢，我们也跟着高兴，活动买的还蛮划算的，下次有活动还买。喜欢，不错哦	2023-04-21
19042886097	简爱酸奶	正面	好喝的，回购过几次了。简爱的酸奶，配方简单，就生牛乳、葡萄原浆、糖和乳酸菌，没其他添加剂，喝着放心。日期也挺新鲜，14号拍的，10号的生产日期	2023-04-21
19042872689	简爱酸奶	正面	"配料表比较安全。简爱的酸奶虽然价格贵了点，但是口味、营养、包装都没得说。孩子很喜欢喝。。
拌点坚果、酸酸甜甜的，很好吃，这个价格也实惠，吃完再来。"	2023-04-21
19042866118	简爱酸奶	正面	超市一包就10块，京东搞活动很划得来	2023-04-21
19042859072	简爱酸奶	正面	东西不错，还有优惠，可以放心省钱购买，不要犹豫了	2023-04-21
19042837727	简爱酸奶	正面	很好喝，喜欢	2023-04-21
19042815425	简爱酸奶	正面	宝宝喜欢，用料很安全	2023-04-21
19042817064	简爱酸奶	正面	挺好的。	2023-04-21
19042810918	简爱酸奶	正面	这个树莓的味道还行吧，原来没有买过这个树莓的，第一次喝这个，孩子说味道没有酸奶花花的好，再买点其他味道的试试吧。颜色粉红色的。	2023-04-21
19042811133	简爱酸奶	正面	简爱家里常买，小孩爱喝对肠胃也比较友善，所以经常回购。京东有~都会买，味道很好。日期新鲜，送到的时候还保冷。包装好。经常买京东的生鲜	2023-04-21
19042797543	简爱酸奶	正面	第一次购买这种酸奶，喝了口味极佳，而且快递小哥用保温箱直接送到家门口，酸奶凉凉的，一次愉快的购物体验，品质好，又赶上大促销，价格实惠，值得购买，值得信赖的品牌!	2023-04-21
19042800283	简爱酸奶	正面	好久不买酸奶了，周末来一桶	2023-04-21
19042780568	简爱酸奶	正面	送货及时，服务周到，味道好	2023-04-21
19042759259	简爱酸奶	负面	包装破损，有生鲜开箱即刻赔，收到以为会按比例退款，没想到申请了要我退货，就十几块钱的东西谁吃饱撑的拿回家了又拿去退，压烂了的不早就丢垃圾桶了。这次购物体验极差。	2023-04-21
19042753553	简爱酸奶	正面	新口味尝试一下，感觉比较一般，有点腻	2023-04-21
19042754116	简爱酸奶	正面	带宝宝去超市，工作人员给了试喝，从此一发不可收拾，每次看见都要喝。在京东看了看比超市合适好多，便宜不少还直接送到家，会回购的！	2023-04-21
19042730542	简爱酸奶	正面	挺好的	2023-04-21
19042717368	简爱酸奶	正面	买了好多年了，一如既往的好喝，希望多点活动	2023-04-21
19042673414	简爱酸奶	正面	活动的价格比实体店性价比高些	2023-04-21
19042665981	简爱酸奶	正面	反复购买，娃儿很喜欢喝	2023-04-21
19042646148	简爱酸奶	正面	好喝好喝 猫猫很喜欢喝终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！宝贝已收到?，超级喜欢，颜值高又实用，超级喜欢！???是理想中的产品?，质量不错，物流也很快，值得点赞！	2023-04-21
19042599266	简爱酸奶	负面	酸奶本身没有问题，但是包装的可回收保温箱真的是太脏了，从里到外都脏！从来不做清洁的吗？	2023-04-21
19042587461	简爱酸奶	正面	日期很好。包装精美。物流特别快	2023-04-21
19042595960	简爱酸奶	正面	不错，孩子爱喝，从原味到这个味道	2023-04-21
19042583019	简爱酸奶	正面	宝贝收到，物流很快，描述相符，比较满意，好评，推荐	2023-04-21
19042572211	简爱酸奶	正面	很小的一袋，价格有点小贵，味道可以	2023-04-21
19042566608	简爱酸奶	正面	很浓很醇，味道好，无糖健康	2023-04-21
19042535129	简爱酸奶	正面	送给朋友的 还可以 比超市便宜一些	2023-04-21
19042529206	简爱酸奶	正面	好喝	2023-04-21
19042499345	简爱酸奶	正面	特别好	2023-04-21
19042509076	简爱酸奶	正面	特别好	2023-04-21
19042501498	简爱酸奶	正面	日期很新鲜 物流非常给力 很方便	2023-04-21
19042490542	简爱酸奶	正面	物流快服务好不错不错?	2023-04-21
19042481612	简爱酸奶	正面	物流快服务好不错不错?	2023-04-21
19042472143	简爱酸奶	正面	宝宝很喜欢，就是不好喝啊，不过宝宝喝还可以，保质期21天	2023-04-21
19042457783	简爱酸奶	正面	这款酸奶很好喝，适合减肥和小糖人	2023-04-21
19042449447	简爱酸奶	正面	价格有点小贵，口味个人觉得有点甜，加了咖啡后正好。	2023-04-21
19042433951	简爱酸奶	正面	好喝，配方优秀，值得购买！	2023-04-21
19042425049	简爱酸奶	正面	好好好，一直在这家买	2023-04-21
19042419359	简爱酸奶	正面	好好好，一直在这家买	2023-04-21
19042415276	简爱酸奶	正面	日期已经过半了，都不敢买太多。这点希望改正。因为如果买多了，一天喝一袋，都喝过期了。	2023-04-21
19042413321	简爱酸奶	正面	我女儿从8个月就一直喝简爱，一直喝的零糖，现在两岁半了，每天要喝两三包，买一次几天就喝完了，希望多出点活动哦，省点钱 哈哈哈啊哈	2023-04-21
19042411099	简爱酸奶	正面	好喝，喝了好通便	2023-04-21
19042405132	简爱酸奶	正面	"虽然是 0 糖的原味酸奶，但一点也不酸涩，口感很温和，入口后是浓浓的奶香味，就算是小宝宝，吃起来也不抗拒。宝宝的第一口酸奶，喝它就对了。

0 蔗糖 0 色素 0 香精，配料简单"	2023-04-21
19042410045	简爱酸奶	正面	经常喝，宝贝很喜欢，就是费钱?	2023-04-21
19042407796	简爱酸奶	正面	还好吧 口感不错 快递也很给力	2023-04-21
19042393363	简爱酸奶	正面	好喝！物流也很快！	2023-04-21
19042347115	简爱酸奶	正面	超级喜欢吃这个酸奶。	2023-04-21
19042306330	简爱酸奶	正面	非常的好喝。	2023-04-21
19042313059	简爱酸奶	正面	第二次购买这款酸奶了，奶源有保证，小宝宝喝也很安心。之前买过0%蔗糖的，口感偏酸，这次选了有糖的，口感更好一些，京东冷链运输，放心！	2023-04-21
19042285266	简爱酸奶	正面	给孩子买的，已经回购很多次了，值得购买	2023-04-21
19042276911	简爱酸奶	正面	红红火火恍恍惚惚，酸奶真好喝哈哈哈，喝完不腻，家人都喜欢和简爱的酸奶，物流速度不错，顺丰快递，第二天就到了，总体来说很满意	2023-04-21
19042254179	简爱酸奶	正面	一直都在喝这个酸奶味道不错	2023-04-21
19042237125	简爱酸奶	正面	很不错，孩子很爱喝。	2023-04-21
19042233404	简爱酸奶	正面	很不错，孩子很爱喝。	2023-04-21
19042230347	简爱酸奶	正面	很不错，孩子很爱喝。	2023-04-21
19042224510	简爱酸奶	正面	很不错，孩子很爱喝。	2023-04-21
19042228152	简爱酸奶	正面	孩子很爱喝，很不错。	2023-04-21
19042214014	简爱酸奶	正面	孩子很爱喝，很不错，原材料简单。	2023-04-21
19042212458	简爱酸奶	正面	"真的推荐啊，快递速度特别的快，爱了爱了
控糖，多次购买"	2023-04-21
19042196738	简爱酸奶	正面	要挑选一种无糖的酸奶，综合对比选了这个，是糖尿病人的福音啊！棒棒的！京东购物速度快质量好是我们的不二选择啊！！！！！！！	2023-04-21
19042151336	简爱酸奶	正面	简爱益生菌酸奶，家庭必备	2023-04-21
19042129766	简爱酸奶	正面	价格蛮优惠	2023-04-21
19042125253	简爱酸奶	正面	还可以哦～速度也很快，还送货上门	2023-04-21
19042082536	简爱酸奶	正面	零糖，零代糖，配料表干净，特别喜欢	2023-04-21
19042048070	简爱酸奶	正面	唯一一一款值得信赖的品牌	2023-04-21
19042040809	简爱酸奶	正面	第一次尝试这款，原味的口感要适应一下。包装很好。	2023-04-21
19042022065	简爱酸奶	正面	很好，第三次复购	2023-04-21
19041961478	简爱酸奶	正面	酸奶可以，复购很多次了	2023-04-21
19042011538	简爱酸奶	正面	非常好孩子爱喝的是一款非常好的产品	2023-04-21
19041988779	简爱酸奶	正面	质量很好，家里老人和孩子都喝这一款。	2023-04-21
19041969938	简爱酸奶	正面	宝宝喜欢喝，每次从冰箱拿出来都迫不及待想要赶紧喝，日期新鲜，跟着娃一起喝，0蔗糖的喝起来也不会不好喝，收到后冰袋还没化，冷藏效果很好	2023-04-21
19041970368	简爱酸奶	正面	简爱酸奶京东自营旗舰店是国内知名的品牌店铺，店铺里多款产品都非常喜欢，这款父爱配方酸奶包装精美，品质保证，质量上乘，营养丰富！	2023-04-21
19041958799	简爱酸奶	正面	简爱酸奶京东自营旗舰店是国内知名的品牌店铺，店铺里多款产品都非常喜欢，这款父爱配方西梅酸奶包装精美，质量上乘，品质保证，营养丰富！	2023-04-21
19041955756	简爱酸奶	正面	简爱酸奶，不错，提前超市买，现在京东买。	2023-04-21
19041955755	简爱酸奶	正面	新鲜好吃，第一次京东上面买简爱的酸奶。非常好的购物体验。	2023-04-21
19041939074	简爱酸奶	正面	买的次数最多的商品，还会继续买的。	2023-04-21
19041931880	简爱酸奶	正面	简爱酸奶一直?，?好品质	2023-04-21
19041931879	简爱酸奶	正面	简爱酸奶一直好品质，好品质	2023-04-21
19041919691	简爱酸奶	正面	多次购买这款迷你可爱的简爱益生菌酸奶，口感好，京东配送快捷，家人同事都喜欢	2023-04-21
19041900066	简爱酸奶	负面	很稀，不咋的，味道一般般	2023-04-21
19041912102	简爱酸奶	正面	第一次吃，感觉很像东南亚的椰浆糯米饭，只是糯米换成大米，椰浆换成牛奶！挺好吃	2023-04-21
19041905605	简爱酸奶	正面	很好很满意的一次购物啦，点赞！赞赞赞！	2023-04-21
19041901498	简爱酸奶	正面	很好很满意的一次购物啦，点赞！赞赞赞！	2023-04-21
19041900399	简爱酸奶	正面	很好很满意的一次购物啦，点赞！赞赞赞！	2023-04-21
19041906946	简爱酸奶	正面	很好很满意的一次购物啦，点赞！赞赞赞！	2023-04-21
19041907696	简爱酸奶	正面	很喜欢这个无糖酸奶，又浓又滑	2023-04-21
19041905474	简爱酸奶	负面	日期不是最新的，都一周了	2023-04-21
19041902390	简爱酸奶	正面	很好很满意的一次购物啦，点赞！赞赞赞！	2023-04-21
19041887909	简爱酸奶	正面	味道很纯正 ，已经多次回购了	2023-04-21
19041857486	简爱酸奶	负面	没京豆的	2023-04-21
19041840310	简爱酸奶	正面	收到&hellip;&hellip;&hellip;..	2023-04-21
19041839951	简爱酸奶	正面	收到&hellip;&hellip;&hellip;..	2023-04-21
19041851000	简爱酸奶	正面	宝宝从八个月就开始喝这款酸奶 很喜欢喝	2023-04-21
19041845486	简爱酸奶	正面	简爱酸奶京东自营旗舰店是国内知名的品牌店铺，店铺里多款产品都非常喜欢，这款父爱配方酸奶包装精美，营养丰富，质量上乘，品质保证！	2023-04-21
19041844363	简爱酸奶	正面	简爱酸奶京东自营旗舰店是国内知名的品牌店铺，店铺里面多款产品都非常喜欢，这款父爱配方酸奶包装精美，质量上乘，品质保证，营养丰富！	2023-04-21
19041809956	简爱酸奶	正面	孩子特别喜欢这款酸奶	2023-04-21
19041801262	简爱酸奶	正面	酸奶收到了，物流快，服务好	2023-04-21
19041798737	简爱酸奶	正面	酸奶现在收到了，全是用保温箱送来的	2023-04-21
19041796095	简爱酸奶	正面	好评	2023-04-21
19041775933	简爱酸奶	正面	京东价格实惠，儿子喜欢吃，有活动继续买。	2023-04-21
19041748713	简爱酸奶	正面	不赖	2023-04-21
19041731591	简爱酸奶	正面	京东的快递很及时，晚上下单次日即达！这款宝宝酸奶的味道棒棒哒，蛋白质和钙的含量都比较高，宝宝爱喝，也比较适合宝宝用，已经多次购买，要是价格再优惠一些就好了。	2023-04-21
19041719727	简爱酸奶	正面	给孩子喝的，还行嗯，应该不错，孩子还好，！！！	2023-04-21
