序号	门店名称	评论内容	评论日期
301	Seesaw Coffee(上海IM长宁国际店)	中午来溜达的时候喝的，这家没有低因咖啡	2023-02-07
302	Seesaw Coffee(武汉万象城店)	"「焙茶桂花燕麦奶」桂花味和茶味有
燕麦奶没喝出来
而且喝到最后有很明显的茶叶碎末卡喉咙
非常影响口感
「南瓜三重奏蛋糕」
很明显是刚刚从冷冻柜里拿出来的
虽然取餐的时候服务员说了一句
要放一下再吃
请问这个放一下是多久呢？？
等到咖啡都喝完 这个蛋糕依然冻得下不去叉子
我都不知道该把它如何是好
应该没有哪家餐饮的出餐标准是直接把冻货拿出来现场给顾客吃吧？？"	2023-02-06
303	Seesaw Coffee(深圳壹方城店)	人气普通，味道一般，应该不会再来	2023-02-06
304	Seesaw Coffee(成都摩方店)	"一进门就一股怪味，店员也不招呼人，摆个*脸没理人
[薄荷]环境：
环境也是很堪忧，到处都是没有收的杯子，还有地上的纸也是一堆"	2023-02-06
305	Seesaw Coffee(深圳海岸城店)	大众买的套餐，现场的蛋糕种类不多，选了提拉米苏蛋糕。不好吃。咖啡还行	2023-02-06
306	Seesaw Coffee(成都IFS店)	"「栀子花梨香拿铁」不是很好喝
避雷"	2023-02-06
307	Seesaw Coffee(杭州湖滨步行街店)	"和小高一起逛街好开心，话说很不理解95后为什么要粘这么长长的假指甲[惊恐][惊恐][惊恐][惊恐]
西柚口味新品好难喝，没有给我们用红色主题杯子，问之，答曰此杯子仅供展示，你说我信吗？"	2023-02-05
308	Seesaw Coffee(北京西红门荟聚店)	挺好看 喝着一般呐 不咋香 不如那个谁	2023-02-05
309	Seesaw Coffee(世博源店)	咖啡等了半小时都么有做好 休息日店里就一个人上班  没法说服务好坏 根本没人服务	2023-02-05
310	Seesaw Coffee(石景山六工汇店)	59元冬日特饮5选2，结果其中四种都没有，只有一种开心果口味的，店员说别的都下架了。店内宣传海报还在……	2023-02-05
311	Seesaw Coffee(上海缤谷广场店)	"虽然店里人不多，但是小程序和外卖订单真是饱和，两个咖啡师忙得不亦乐乎，在忙的时候，顾客只能等在前台，看着前面小程序和外卖单子一张张自动往外打，又要多等那么多杯，简直了。
看着店里人不多，等了20分钟才拿到，后悔呀，应该去旁边的几家了，纯的浪费时间。"	2023-02-05
312	Seesaw Coffee(上海思南公馆店)	第一次碰到这样的服务，两个人带娃去的，小朋友不方便喝咖啡，问服务生倒一杯水给他，竟然说最近一次性杯子紧张不能倒。虽然最后交涉一番还是给倒了，但还是第一次碰到这样的咖啡店。	2023-02-05
313	Seesaw Coffee(浦东美术馆店)	"我的天呐，服务员怎么可以这么凶！刚刚走到菜单前，打算看看有些什么，一个女服务员头也不抬，气急败坏的说“这里不点单，自助扫码下单” 那口气感觉我一定欠她好多钱。我们愣了一下，那女服务员又很凶的重复一遍刚才的话。
就这态度，不喝还不行吗？[呵呵][弱]"	2023-02-04
314	Seesaw Coffee(上海K11购物艺术中心B1店)	"不够热
但也懒得让店员重做了"	2023-02-04
315	Seesaw Coffee(上海世纪汇店)	在那里玩，想喝咖啡了就过去试了试。店铺位于商场外，临轨道线出入口，不过不是主动线上，所以不太好找。到店时没有其他客人，店员在做外卖单没搭理我，好像挺忙的样子。点单后出单速度不快。等了挺久，应该是按顺序做单的吧。整体感觉一般般	2023-02-04
316	Seesaw Coffee(南京新街口IFCX店)	地址位于新街囗国际金融中心写字楼1楼大厅内，并不在商场里面，位置不太好找。因为在写字楼一楼大厅，层高很高，空调暖气不足，没有商场里暖和，整体环境也比较差，【桂花燕麦咖啡】上面撒满了桂花干，悠悠的桂花香，口感比较苦，可能是店员忘记放糖了，喝到杯底的时侯发现了几粒小的结块，应该是焙茶粉没有化开的缘故，不推荐。	2023-02-04
317	Seesaw Coffee(世博源店)	和其他的seesaw口味差好多，一点都没有咖啡味。	2023-02-04
318	Seesaw Coffee(上海K11购物艺术中心B1店)	"拿铁还可以，正常
柚子满满真的避雷～闻着喝着都像呕吐物的味道～"	2023-02-04
319	Seesaw Coffee(上海国金中心店)	"国金中心门口的一家店，蛮小的不起眼，座位特别少坐着也不舒服，估计是租金太贵所以也没打算做成那种留客休息的。
味道感觉蛮一般的，开心果味道完全没尝出来，略微的有些失望了。这个价格完全可以去星巴克那边买两杯饮品好好坐着休息下了。"	2023-02-03
320	Seesaw Coffee(重庆万象城店)	"「柠檬气泡水」不便宜，两杯都六十几了，不过味道凑合，还算正常。
这家店特别的优势，估计就是有个露台
外面露台不少客人喝完了，里面40分钟也没有出来收拾的，而且你买的饮料好了，要自己去柜台端。
总的来说，楼下饮料奶茶店也多，这个服务显得没得性价比"	2023-02-03
321	Seesaw Coffee(北京通州万达店)	"「肉桂橙橙红美式」点单需谨慎啊，尤其是‘肉桂’的东西[囧]，这个味道……我的妈～实在难以形容，为了颜值买单～
下次我还是「繁星桂花拿铁」吧[调皮]

[薄荷]环境：
店里好冷，一直没有脱羽绒服，凳子也是冰冰凉，本想在这坐会儿刷手机，无奈是温度把我劝退了[emoji]?♀?"	2023-02-03
322	Seesaw Coffee(上海博荟店)	"点的下午茶外送，不过有点失望啊
「莓莓酸奶轻芝士蛋糕」看名字每一样都好吃，合起来怎么感觉味道那么普通呢，性价比很低。
「日本柚香百香千层蛋糕」带着点柚子的香味，但也不好吃。
「繁星桂花燕麦拿铁」拿铁还挺不错的，带着桂花香气。"	2023-02-02
323	Seesaw Coffee(上海中信泰富Mall B1店)	"这服务，越来越不给力，这咖啡越做越敷衍了。年前定了几次大单，不是漏了，就是少了。不是这里有问题，就是。。。。
口味也非常不稳定。但是相比楼里其他几个牌子，感觉这个seesaw的豆子还是不错的。希望今年继续再接再厉。"	2023-02-02
324	Seesaw Coffee(上海虹桥天地店)	除了这家 啥都不爱 这才是咖啡！	2023-02-02
325	Seesaw Coffee(北京西红门荟聚店)	一楼喜茶爆满排队，这边空空荡荡没几个人。本来挺费解。点一杯试试，一个咖啡师心不在焉爱搭不理，杯子在没人情况下也全是打包杯，咖啡没咖啡味全是糖浆香精，进来到出去咖啡师都在玩手机招呼都不打一个。喝完本来到处找垃圾箱想自行把杯子扔了，找半天也不知道地方，反正咖啡师也不理你，那就自己出来收拾吧	2023-02-02
326	Seesaw Coffee(杭州湖滨步行街店)	服务态度好差好差，喝了这么多咖啡没有这么差的服务态度，感觉欠他们的一样，再也不买这个牌子的了半星都不想给	2023-02-02
327	Seesaw Coffee(成都新希望D10店)	我记得这家店刚来成都的时候在高新区那边，生意非常的好。现在开到家附近了，感觉可以不用排队，不用和那么多的人去挤，但没想到今天过来的消费体验非常的差，店里的服务员跟客人说话都是背对着的，问他问题也是背对着回答，感觉很不礼貌，咖啡的味道还行吧，勉强及格。	2023-02-02
328	Seesaw Coffee(上海七宝万科店)	说实话，我觉得一般，**上买的，到了店里，没有口味选择，只有抹茶[emoji]那不是欺骗消费者吗？懒得理会，所以以后不会再去了	2023-02-01
329	Seesaw Coffee(杭州天目里店)	抹茶拿铁不好喝…	2023-02-01
330	Seesaw Coffee(南京水游城店)	"可能是临近春节了，店里就一个人又点单又要制作，明明没啥顾客，速度却很慢。

水游城的seesaw还是第一次进来，很小，几乎没有可以坐的地方。

和思思一起，喝「栀子花梨香拿铁」和「冰美式」，就是不知道为啥明明叫栀子花，喝到嘴里是满满的茉莉花捏[疑问]？"	2023-02-01
331	Seesaw Coffee(上海南翔印象城店)	"[emoji]环境
门面开放。面积不大。
店内约10组俩人位吧。

[emoji]服务
人少时出品很快。
内测角落边位，有充电线，可免费充电。

?饮品
起初想试试姜饼人拿铁，一直喝咖啡，换个可可试试。
本以为，姜饼风味和热可可应该不违和。实际，错了……
热可可不算太浓郁，姜饼糖浆没有姜香气，也没有其他香料明显气息，一股略显奇怪的甜香。没有为可可锦上添花，反干扰了可可的香气。
不推荐。"	2023-02-01
332	Seesaw Coffee(浦东美术馆店)	太恶心 超级难吃 咖啡也完全不能喝 隔壁桌也在投诉 做的完全和图不一样还难喝 本来对seesaw印象还行 全毁 再也不进seesaw	2023-02-01
333	Seesaw Coffee(浦东嘉里城店)	"「肉桂橙橙红美式」…回味还可以，蛮香的，好像是吃了一口巧克力或者红酒。但是入口是真的觉得不好喝，实在喝不下去，浪费半杯，比较混乱复杂的味道，肉桂和橙的味道没有那么明显，是一种加热的葡萄汁的感觉。可能喜欢的人会喜欢吧。

送的小软糖，本来以为是马卡龙，打开发现是表面风干巨老无比的软糖，口味口感皆差，咬都咬不断，不如别配好吧"	2023-02-01
334	Seesaw Coffee(武商MALL·武广店)	"梦时代真的好大
非必要我应该是不会再去了
太累了
随便走走就一万五千步了
品牌连锁店都大同小异
吃饭要等位 
不知道能持续热度多久
整个商场没有设置什么座位 这点很不合理
好在咖啡馆够多
甜品店也很多 只能自己找人少的店休息一下"	2023-02-01
335	Seesaw Coffee(上海康桥新田360店)	"门面缩在商场二楼的一个角落，不是特别显眼。收银和咖啡制作区看上去像是临时搭建的，收纳也看上去乱乱的，第一印象有点拉垮。

因为位置选在商场完全开放的一个角落，所以也没什么室内可以坐下歇一歇脚的地方。不过户外倒是有不少位置，要是天气好的时候应该挺舒服的。

口味上，感觉seesaw越来越不行了。大概是好喝的咖啡太多了，平均水平已经被拉得太高了，总之这杯「燕麦拿铁」像是在喝有点苦的燕麦奶，比较难让人再次光顾"	2023-01-31
336	Seesaw Coffee(浦东美术馆店)	"卫生真的脏，桌子长期没人擦。点的牛肉卷打开包装发现袋子口有很多像咖啡的液体，由于牛肉卷是完全卷起来的，所以不可能是牛肉卷漏出来的汁水，但是问服务生，服务生只是若无其事的说了句是牛肉卷自己的，我还是吃了，如果吃出什么问题后面会找他们的。
其实店里味道还行，就是这样的经营实在是砸品牌。"	2023-01-31
337	Seesaw Coffee(竹辉环宇荟店)	一般 很一般 甜品也是	2023-01-30
338	Seesaw Coffee(深圳海岸城店)	"服务极度差劲。
环境也不行，就这样的工业咖啡店，店员有什么好拽的姿态？
大年三十白天去喝的，服务体验十分糟糕，不想上班就辞职吧[调皮][调皮][调皮]
已拉黑避雷"	2023-01-30
339	Seesaw Coffee(上海思南公馆店)	开在思南公馆里的咖啡店，门面小小的，座位没几个，买了大众点评上的团购券，一杯咖啡加一个马卡龙，咖啡口味还可以，但是马卡龙真的不好吃，还以为是新鲜现做的，但是是从冰箱里拿出来的，味道一言难尽，还是只喝咖啡就好了，拍照是挺好看的，路过小憩一下还是可以的。	2023-01-29
340	Seesaw Coffee(世茂广场店)	"卫生状况不佳，店内座椅零星几个，桌面有残渣没擦干净，室外门口桌上垃圾没人清，椅子上有污物。
点了一杯美式，真的跟水掺豆汁儿差不多，馊了，还寡淡，比庙会上路边的美式还差[吐]"	2023-01-28
341	Seesaw Coffee(上海天空万科广场店)	店里就一个女店员，但是桌子几乎每一个都很脏，就只做咖啡卫生都不管，也许是太忙了，让打扫一下态度也不是很好，如果人手这么急门店安排是否存在问题？	2023-01-28
342	Seesaw Coffee(上海天空万科广场店)	「繁星桂花拿铁」桂花是干花，而且有些没挑干净，有坏的干花，原本最爱的口味被破坏了，第一次去这家店，体验感没有很好。朋友喝的是「冰拿铁」说是还可以，其他的也没有尝试，所以不做推荐。服务也一般，去的人不多，喜欢安静的朋友，对喝的要求没有很高的，应该是不错的选择	2023-01-28
343	Seesaw Coffee(上海七宝万科店)	图三是两年前，图一、二是今天！前几年在各路“M”，“P”连锁咖啡店站稳脚跟前，Seesaw 已经很ok了。现在真是一言难尽，这种出品怎么有竞争力，问小哥，你们的堂食品控就这样？人家跟本不搭理你！上海的咖啡业界刺刀相见，你的定位是什么，连锁？精品？小众？15元、20元、30元？我为什么要花35块钱喝这种东西？真的可惜了，再见……	2023-01-28
344	Seesaw Coffee(深圳壹方城店)	没过多拍照片 seesaw的位置坐着都不太舒服 昨晚壹方城附近吃完饭过去小坐了会儿 那外围咖啡店不少 seesaw团购也没很优惠 一般吧	2023-01-28
345	Seesaw Coffee(杭州萧山万象汇店)	"一直想打卡这家咖啡店，刚好万象汇有，不过装修有点简陋，没有湖滨那边的好，京东plus有买一送一券可以领，仅限标准杯，小程序还用不了，只能现场点。店员比较冷淡，没有笑脸，座位垃圾也不收，做完就在玩手机了
「繁星桂花拿铁」燕麦拿铁+桂花糖浆，桂花味不重，喝到后面就是燕麦奶的味道，咖啡味也没怎么感觉到，桂花干撒得比较豪放，总体还可以吧
「柚子满满红美式」季节限定，冰比较多，就是美式和柚子汁的味道，喝起来偏饮料，还不错，就是跟图片不一样，没有柚子片，棒棒糖不是小熊是小兔，味道就是难吃的香精味，只能看看，挺失望的，杯子质量也比较差，杯套也没的

杯量都比较小，价格贵，35一杯的原价太不值了，不如小蓝鹿的配置却是精品咖啡店的价格，不知道老板怎么定位的，下次不会再买了，怪不得生意一般"	2023-01-27
346	Seesaw Coffee(北京朝阳大悦城店)	这开的店真的是够不好找的！别去，不好找！还不够浪费时间的！！！	2023-01-27
347	Seesaw Coffee(浦东美术馆店)	"Seesaw越来越凑合。开心果小拿铁连个拉花也不给好好拉，差评
拿铁不算太甜还可以，美式豆子一般不怎么好喝"	2023-01-27
348	Seesaw Coffee(上海国金中心店)	生意一直不怎么好是有道理的，不买它咖啡要杯热水也没有。	2023-01-27
349	Seesaw Coffee(上海K11购物艺术中心B1店)	"团购的，感觉味道吧一般，可能期望的高了。
服务态度也还好，坐的不是很舒服 应该本意也不是让大家坐住的[调皮] 味道确实挺寡淡的，没有尝试咖啡，也许咖啡不错？我们店的抹茶的 确实不太好喝。 抹茶的质量感觉也非常一般吧。"	2023-01-27
350	Seesaw Coffee(武汉万象城店)	"首先我对武汉的咖啡店
没有特别的期待
创意和口感上都不够出彩
这家位置很好
街边
但是氛围很差
一家店毫无生气 
就几块蛋糕稀稀拉拉摆在那里
不是和朋友聊天 
真心不想点

武汉的咖啡小店很多
做的更用心
这么大个门面
如果要深入人心
还是要想办法用心去感受客人的需求"	2023-01-26
351	Seesaw Coffee(深圳海岸城店)	昨天去买了杯咖啡，服务员小哥态度太差了，爱搭不理，态度很随意，咖啡也一般，太糟糕体验[再见][再见]	2023-01-26
352	Seesaw Coffee(上海七宝万科店)	咖啡比较淡，味道一般般吧！性价比不高	2023-01-25
353	Seesaw Coffee(浦东嘉里城店)	写的堂食，店员说只能看见自提，于是打包好了，我是走也不是坐也不是。	2023-01-25
354	Seesaw Coffee(重庆万象城店)	难喝，完全没有咖啡味，还要两人拼团	2023-01-25
355	Seesaw Coffee(石景山六工汇店)	想要的俩都没有，说缺东西，等我给你备呢呗？？	2023-01-24
356	Seesaw Coffee(上海太阳宫K46店)	"新品还不错。但是这种节假日小哥一个人明显忙不过来，即使已经动作很麻利了，也是跟不上单子节奏的。顾客等餐时间太长了。老板能否重视一下？
并且店面物品摆放整洁程度有待加强。。"	2023-01-24
357	Seesaw Coffee(上海K11购物艺术中心B1店)	位置在看11的b1层，属于开放式空间的座位。点了栀子花梨香拿铁，和一杯美式。拿铁味道还行，花香浓郁，甜度适中。美式口感一般，喝不出咖啡豆的香味，而且不够浓郁，28元的价位，论口感不如某幸的小黑杯味道好，论环境没有某巴克座位舒服，性价比一般。	2023-01-24
358	Seesaw Coffee(上海中信泰富Mall B1店)	虽然see saw 家的??喝得不多（不合我口味）不过觉得它家[emoji]之类做口味可以～打算来繁楼家吃饭的，结果人超多～没想到过年还有那么多人，就来楼下先买点咖啡和蛋糕类垫垫肚子～挺冷清的，给1星是因为感觉服务员从始至终摆着一张臭脸，然后跟她说谢谢也完全没回应，毫无礼貌的样子！为啥see saw 家还有这样的服务员？？？	2023-01-24
359	Seesaw Coffee(北京丽泽天地店)	"新年的第一杯咖啡就给人整的不开心了，
大年初一和家人一起外卖咖啡，
真就是因为他家图上的装饰才点他家，
开心果果图片是什么样？
芝士多多图片又是什么样？
做不了可以不这么放图吗？
兔年图吉祥选了小兔子装饰，
结果送来的三杯哪里有装饰，
致电商家和我说没货了，
没货可以下架或备注呀，
别的商家不都是这么做的么…..
又说可以送我钥匙链，
那早怎么不把钥匙链放里呢？
本来公众号里看他家经常有合作款还挺开心关注了 ，
看来是名不副实，
彻底拔草没有下次[emoji]"	2023-01-24
360	Seesaw Coffee(上海互联宝地店)	巨难喝，服务也烂，谁来谁倒霉。	2023-01-24
361	Seesaw Coffee(上海七宝万科店)	咖啡是难喝的，服务是没有的，店员一副你爱买不买的脸看了真倒胃口！！！那么难喝的拿铁也是没几家做的出来，比咳嗽药水还要难喝，店里也没什么人，做杯咖啡要好久，做完也不会叫号就往那里一放自己去找，再也不会喝see saw了！哥屋恩	2023-01-23
362	Seesaw Coffee(北京朝阳门首创大厦店)	性价比不太高。不过他家发展的很快。节前在他家买了咖啡盲盒。抽到了丑丑的 杯子，不知道有没有和我一样的倒霉蛋儿	2023-01-23
363	Seesaw Coffee(苏州中心店)	点了燕麦拿铁，到车上一喝发现是普通牛奶，服务员比较少，点单等了好久	2023-01-22
364	Seesaw Coffee(上海中信泰富Mall B1店)	盖子没盖紧 全翻掉了	2023-01-22
365	Seesaw Coffee(上海芮欧店)	这款怎么说呢，甜香到都不觉得是一杯咖啡了……不太推荐	2023-01-22
366	Seesaw Coffee(财富购物中心店)	性价比低	2023-01-20
367	Seesaw Coffee(竹辉环宇荟店)	服务员跟机器一样，东西也不好喝。	2023-01-19
368	Seesaw Coffee(北京丽泽天地店)	"西居地铁站出来新开的丽泽天地里面，seesaw开了一家挺大的店。
临近过年没什么人，连锁店的咖啡味道就是中规中矩。每次都是喝除了美式和拿铁之外的乱七八糟的伪咖啡饮料，其实就是喝个乐子吧，咖啡味道并不是很浓郁，喝不出咖啡的品质"	2023-01-19
369	Seesaw Coffee(世茂广场店)	团了新品套餐…果然新品不要轻易尝试…真的很难喝…咖啡还是喝喝传统的就行了[擦汗][擦汗][擦汗]	2023-01-19
370	Seesaw Coffee(石景山六工汇店)	特意去尝尝桂花拿铁，很平平无奇，并不值得	2023-01-19
371	Seesaw Coffee(杭州湖滨步行街店)	"到这里喝咖啡，就是冲着这个玻璃房子来的，没指望喝到好喝的咖啡??，但普通的美式咖啡还是比我想象的还要差一些，以至于失望的居然忘记了拍照，不过也没有什么好拍的。
「柚子满满红美式」首先这个咖啡估计是冲泡的而不是现磨的，味道还不如自己在家做的。然后这杯饮料（我只能把它叫做饮料）的味道就只能依靠配套的果汁了，所以严格来说不能说是咖啡。
真不知道现在流行的这些街头咖啡店是不是都这样做咖啡的？
三明治的味道还是不错的，和可莎蜜儿的不相上下，只是价格要比后者高出一筹一大截。就当是在步行街玻璃房子所产生的溢价吧。
唯一舒适的就是在玻璃房子外面坐着晒晒太阳还是蛮有情调的。花钱买的情调。"	2023-01-19
372	Seesaw Coffee(上海BFC外滩金融中心店)	口味正常，服务待提升。	2023-01-18
373	Seesaw Coffee(成都IFS店)	"杯子很可爱  但也是真的难喝  好久没喝到这么难喝的咖啡了[大哭][大哭][大哭]
「开心果果拿铁」难喝  开心果味没怎么尝出来  这种创意拿铁不太好喝其实能理解
「繁星桂花拿铁」桂花的也不好喝我真的惊了
打完85折两杯62  价格也不便宜了[撇嘴][撇嘴][撇嘴]"	2023-01-18
374	Seesaw Coffee(成都IFS店)	味道很一般、咖啡味略淡、牛奶味占比8:咖啡占比2，设备很好，但是出品差点人意	2023-01-18
375	Seesaw Coffee(武汉万象城店)	"抹茶拿铁一点抹茶味都没有[晕]
「栀子花梨香拿铁」这杯还行"	2023-01-17
376	Seesaw Coffee(浦东嘉里城店)	超级没有服务感！今天小程序推送的两杯咖啡组合35，本想点单发现屏幕不允许。就去嘉里城2楼询问，店员说什么货没到叫我换一家最近的丁香国际，结果那家也是不能点。那请问这个推送不衔接好不是在欺骗消费者。关键等了一天小程序客服来解释却无人应答。绝了…	2023-01-17
377	Seesaw Coffee(南京水游城店)	怪不得人少，有一说一味道太差了，SOE拿铁跟水一样，路易氏拿铁感觉就是茶水加奶，味道和以前常点的不一样，30一杯的咖啡还不如瑞幸。	2023-01-17
378	Seesaw Coffee(杭州湖滨步行街店)	"路过看门店很漂亮 就进去点了一杯招牌栀子梨花拿铁……
避雷！真心不好喝！味道也是有点廉价的，大家别尝试了 …价格也不便宜"	2023-01-17
379	Seesaw Coffee(上海天空万科广场店)	新品超级难喝，拉花都不拉，敷衍谁呢	2023-01-17
380	Seesaw Coffee(上海BFC外滩金融中心店)	"出品速度很慢，出品速度也很乱，线下点单基本上不接待，上来就说至少要等半个小时。
主要在出外卖平台的订单。"	2023-01-17
381	Seesaw Coffee(杭州天目里店)	"视频无敌，都点开看看[调皮][调皮][调皮]
实名差评！一次又一次出问题，一次又一次谅解。
不停地出现各种问题，越来越差[吐][吐][吐]
饮品制作问题，配送规则随意，食品出餐不检查。
这次是焦糖肉桂面包，这样子送到客人手里，本该蓬松的面包，硬得像饼干，并且还有明显焦黑色。
牛逼，真的服了你们seesaw天目里店[流泪][流泪][流泪]"	2023-01-17
382	Seesaw Coffee(武汉万象城店)	希望店家注意食品安全，喝到最后打开盖子看到一个白色碎片，类似塑料的材质，不知道是什么东西，伤心	2023-01-17
383	Seesaw Coffee(深圳海岸城店)	觉得一般吧，苦涩多过香气，下次不会选	2023-01-16
384	Seesaw Coffee(上海丁香国际店)	下午3：45分，前去买咖啡。营业员说下午四点关门所以不接待。我说不是还没到四点么。回复我们东西装备都收了所以不能接待。连基本的按点下班都做不到，这生意能做好吗。。	2023-01-15
385	Seesaw Coffee(上海LCM店)	这地方难找的很走了一大圈把喝咖啡的力气也用光了。地址写了根本没有意义。实际上在商场外面向张杨路的地店。在写字楼入口的边上。	2023-01-15
386	Seesaw Coffee(西岸凤巢店)	进来买了咖啡后，问一个男店员，奈尔宝怎么走，他特意指着后门说从商场外面绕着走，结果我带着孩子淋雨走了一大圈发现还是要从商场里进，并且奈尔宝的入口就在他们店右手边非常近的地方。咖啡好不好另说，人品是真的差。	2023-01-13
387	Seesaw Coffee(成都IFS店)	"不理解为什么基础款拿铁都做不好
坚果香气没有 平衡度也不佳
纸巾蛮好看的"	2023-01-13
388	Seesaw Coffee(建邺吾悦广场店)	没喝到，写着营业到10点，8点10分开着门，进去点单说营业结束了。没喝到，差评	2023-01-12
389	Seesaw Coffee(北京枫蓝国际购物中心店)	"[薄荷]环境：
枫蓝国际一楼进门就是，是那种开放式的，没有独立店面，旁边有几个座位可以坐。
[服务铃]服务：
就两个店员在做咖啡，也忙不过来，验张卷等了老半天，但并不是因为排队，然后店员会先告诉你点完单要等十五分钟，等的旁边有个大哥退单了，幸好我去楼下吃饭不着急。
「燕麦拿铁」味道一般般吧，没啥特别的，感觉性价比不高，没必要喝它家。"	2023-01-12
390	Seesaw Coffee(深圳壹方城店)	感觉一般般	2023-01-12
391	Seesaw Coffee(凌空soho店)	「栀子花梨香拿铁」味道一般，性价比不高	2023-01-12
392	Seesaw Coffee(上海天空万科广场店)	"都不明白seesaw到底是怎么火的？
喝了一口酒酿桂花 我震惊了 怎么会有如此难喝的咖啡又苦又涩作为资本咖啡manner和mstand都可以算合格的 至少还算好喝 但在seesaw不同的门店试了几款不同的口味次次踩雷"	2023-01-12
393	Seesaw Coffee(上海兴业太古汇店)	"Seasaw的新品「柚子满满红美式」真的让人失望。我和朋友喝第一口就一股浓郁的人造香精味。
一杯量很少，喝下去之后心脏跳的快一阵子…咖啡[emoji]也要打个问号了
杯子设计的很玩味，很潮，小东西棒棒糖也可以，可是咖啡??品质却一般，重营销也要重品质才行。
「樱桃巧克力慕斯蛋糕」味道还是可以的，不甜腻"	2023-01-12
394	Seesaw Coffee(上海天空万科广场店)	**团购活动价格咖啡??味道一般，面包一般还冷的没有转热重新给服务员转了也不好吃[emoji]？	2023-01-11
395	Seesaw Coffee(武汉万象城店)	线上下单柠檬茶十分钟后到店 发现只有一个店员 说做饮品的店员上厕所去了 要等他回来 又等了十分钟 实在有事要求退款 这位店员说已经开始做了 半分钟做完了饮品 什么骚操作？离谱！！！	2023-01-10
396	Seesaw Coffee(成都IFS店)	第一次喝seesaw……不好喝，都快吃晚饭了就没点咖啡怕喝了不好睡，点了杯抹茶拿铁和伯爵红茶拿铁，还点了一个提拉米苏也不咋样，价格也不算好便宜，唉就当是付个座位费了。	2023-01-10
397	Seesaw Coffee(晶耀前滩店)	这真的符合拿铁的出餐标准吗？没有奶泡和咖啡的融合，牛奶不是一般的烫手，克重也明显不够，真是这几年喝过你们店最差的一次。	2023-01-10
398	Seesaw Coffee(杭州天目里店)	"[薄荷]环境：
位于天目里，周末下午到店基本没有什么位置。人很多。

[服务铃]服务：
扫码点单，点单完一直显示制作中，但咖啡其实早就做好了，不知道是系统问题还是服务生忘记了。
「肉桂橙橙红美式」……………不是很建议大家点
「酒酿桂花拿铁」"	2023-01-09
399	Seesaw Coffee(石景山六工汇店)	没有想到阳康后第一次堂食是喝咖啡。环境还好，本着海报上的马卡龙小熊西柚拿铁去的，然而所有马卡龙都没有。点了兔子棒棒糖的芝士拿铁、繁星桂花拿铁和开心果有个小鸡棉花糖的拿铁，都报喝，跟豆浆似的。唯一安慰的是，点评上有券。	2023-01-09
400	Seesaw Coffee(上海天空万科广场店)	觉得味道有点奇怪 不是很喜欢 尝尝鲜	2023-01-09
401	Seesaw Coffee(建邺吾悦广场店)	"太甜了真的不好喝，用的奶感觉就是直接放进去的，根本没有奶泡
甚至没有问我甜度就直接做了，怀疑奶根本就没打发直接放进去了，真的让人感觉很不用心"	2023-01-09
402	Seesaw Coffee(杭州新天地店)	很垃圾，在他们店点外卖一直不给开发票，极其不负责	2023-01-08
403	Seesaw Coffee(竹辉环宇荟店)	"我就想展示一下买家秀和卖家秀，这个虎斑巧巧燕麦拿铁是不是差距过大？比肯德基的海报和食物的之间差距还要大？
各位点单的话要考虑一下……没法拍照了都……我认为这个水平应该重做……环境还不错，地方也大，充电的位子不多"	2023-01-08
404	Seesaw Coffee(凌空soho店)	"公司附近的咖啡店
一般吧 味道和性价比不高"	2023-01-08
405	Seesaw Coffee(五角场万达店)	全程一句话都懒得说用眼神指使的……	2023-01-08
406	Seesaw Coffee(上海海洋大厦店)	坦白讲，没搞明白为啥这么有名，没有特别惊艳的感觉，不过无功无过	2023-01-07
407	Seesaw Coffee(远洋乐堤港店)	第一次来喝seesaw，就这样的出品么，有点失望。	2023-01-07
408	Seesaw Coffee(竹辉环宇荟店)	一进门走到吧台，我们自己在看菜单和甜品，被某个男店员眼角扫了一眼，然后嘴巴不知道在跟谁说“自己去桌子上扫码点”，我看了他一眼，他眼角还朝我看了看，就这服务态度建议去做保安和业主打架，就算你做咖啡我觉得要不只做外卖单吧，这服务做什么堂食呢？后厨洗盘子得了。怪不得店里都没什么堂食顾客，回家喝白开水都不受你气[拥抱]	2023-01-07
409	Seesaw Coffee(竹辉环宇荟店)	"[薄荷]环境：
挺亮堂的
[服务铃]服务：
自助取餐
「栀子花梨香拿铁」朋友说一般，喝不出栀子香
「热拿铁咖啡」emmm好甜
「莓莓酸奶轻芝士蛋糕」蛋糕倒是还行
总之挺失望的哈哈哈哈，特地从豆库出来喝咖啡，喝完就一个想法，我们应该继续在豆库待着。
各方面对不起这个价格哈"	2023-01-06
410	Seesaw Coffee(深圳壹方城店)	"之前在万象天地喝过一次冰美式，很难喝，豆子不新鲜，焦苦味。有些失望。就再也没喝过了。

壹方城这家开了很久但从未踏足过，但想着他家做精品咖啡的，上次是不是我运气不好

于是今天又试了一次，他家冰美式分 浓郁和 soe.这次点的 soe.喝完给我的感觉是不难喝也不好喝，比较淡，且没有香气，对比 28 元的价格，我不会再次复购。有些失望。

同等价格，我更愿意喝对面的 Mstand ，不管是装修还是服务，还是咖啡的口感都要更好。"	2023-01-06
411	Seesaw Coffee(上海BHC中环中心店)	受人所托来点评，其实删除大众点评很久了，这个app真的恶心，真的再也不想下载，等下就删除。	2023-01-05
