门店名称,评论内容,评论日期
Seesaw Coffee(88铜仁路店),"[种草]指南：不停拿融资 · 不停走下坡

越来越难喝了…新品「白柚红果丝绒拿铁」和「白柚红美式」简直是把我们一家人喝傻眼了。「白柚红果丝绒拿铁」上面的冰糖葫芦更冰块一样硬，完全咬不动…加了奶盖？山楂果粒？山楂汁？再加浓缩？简直是五雷轰顶的咖啡奶茶特调吗？

每次看到简餐都想吃，但……我知道一点我就会很失望……

哎…我充值的钱真的是不晓得什么时候才能用完。",2022-01-16
Seesaw Coffee(上海前滩中心店),拿了小票等了大概十来分钟左右问好了没，ta们居然忘记做了，拿了咖啡，美式的咖啡还不如说是美式的温水，都不知道这个牌子的店是怎样想的！脑子坏掉了，这是前滩太古里呀，感觉是最好的地方喝了上海最差服务最差的咖啡，❌❌❌,2022-01-16
Seesaw Coffee(上海华润时代广场店),"2021年圣诞SEESAW推出了姜饼人丝绒拿铁、香橙肉桂红美式及芝士丝绒拿铁。
正好某平台上有特价活动，入手一杯香橙肉桂红美式尝尝。
SEESAW华润时代广场店位于商场3F，
堂食区域还挺大，工作日下午人不多~

🍊香橙肉桂红美式（热）
初尝，眉头紧锁。
我想象中应该有的香橙味、肉桂味、咖啡味，完全没有寻到踪迹。
反倒一股浓烈的🍷红酒味开盖而来。。。下头。
也许，应该喜好红酒的人士会爱上这个味道，反正我是接受无能。
最后，建议打工人还是不要在工作期间尝试这款，免得影响工作效率了。",2022-01-16
Seesaw Coffee(上海金桥国际店),性价比不是很高，虽然是团购入的25元一杯拿铁。口感也就那么一般,2022-01-16
Seesaw Coffee(杭州萧山万象汇店),"因为正好有买一送一的券，就顺便买了俩杯
就买了一次，吐槽点很多
1、速度太慢了，我点餐前面有6杯要做，等了毛25分钟，前面等的小姐姐也急死了，一直在催，我没好意思催，但确实太慢了
2、标准杯的差距这么大的吗？我看我前面的小姐姐也点了这俩杯，但是两个杯子是一样的。这个白柚丝绒拿铁容量确实太小了，感觉一口干，38不太值得
总体来说味道可以，服务不行，性价比不高",2022-01-16
Seesaw Coffee(新天地南里店),出品速度非常慢。提拉米苏很湿，水糊糊的。吐司加热完居然还吃到冰渣，只能再送回去加热。seesaw的咖啡我一直挺喜欢的，但是现在的品控真是无语了，会砸招牌的吧,2022-01-16
Seesaw Coffee(世博源店),"下午世博轴人好多哦，咖啡店有些拥挤，随便坐下来喝喝是可以的。
点了美式和冰红茶。以为冰红茶就是柠檬红茶，其实就是红茶加冰，不甜不酸，性价比着实有些低了。因为人太多，桌子来不及收拾，还是上一桌的空杯，体验感一般。",2022-01-16
Seesaw Coffee(北京远洋未来广场店),"据说是沪上咖啡三杰之一，一两年前我在机电院喝过一次。

总体而言，无功无过，口感平平，优惠过的套餐也不算很优惠。三明治实在是太迷你袖珍了。

店铺环境非常普通，就……普通得不知道还能写点啥。

好像和summerlab观夏在搞什么联名，观夏这个牌子，emm……不如好好搞产品研发",2022-01-16
Seesaw Coffee(上海K11购物艺术中心B1店),大众上优惠券买的澳白，是小杯的，澳白口味是这么苦的啊。,2022-01-16
Seesaw Coffee(上海K11购物艺术中心B1店),"品不出咖啡的各种区别。
尚可。
但凭啥买一杯就没有漂亮的袋子呢！",2022-01-15
Seesaw Coffee(深圳海岸城店),"有点踩雷。。
喝出了咖啡豆的皮，很莫名其妙
然后还有一根类似鱼刺的东西
让我有点一头雾水
作为省事的客人，懒得说了。。直接走了，打扫的应该能看到那根莫名其妙的东西在餐巾纸

咖啡有点太甜
环境还行吧。。

我觉得蛋糕还行。。
最近火锅店喝咖啡店基本上都是甜品好评，这就很神奇
毕竟喝咖啡才是本意

环境还行",2022-01-15
Seesaw Coffee(北京东方广场店),被冻冻冷萃吸引来的，结果店员说他们店没有？？那点评里的都是哪里喝到的[疑问]店里桌子很少，没有地方坐，店员不接受点单，让自己扫码下单。栀子花梨香拿铁还可以，但完全没有惊艳的感觉，48太不值。繁星桂花拿铁不好喝，不知道是不是热饮的原因，整杯味道有点奇怪。店员服务态度不好。再也不会光顾了,2022-01-15
Seesaw Coffee(上海南翔印象城店),"本来超级期待的，开业立刻去打卡了，结果到了之后有的人送了杯子有的没有，体验感太不好了，点了两杯，等了25分钟，点的少糖还是很甜，还有热饮居然不满杯，太离谱了！！开业第一天，现场乱哄哄的，我坐的桌子上都是咖啡渍还有糖浆（希望下次可以提前收拾好）
不过跟观夏的联名还是很好看的，除了价格偏高，可以去试试，但是不太划算（性价比略低）",2022-01-15
Seesaw Coffee(上海K11购物艺术中心B1店),就是量少,2022-01-15
Seesaw Coffee(财富购物中心店),"冲着seesaw x 观夏联名来的
一早店里没什么人坐着蛮舒服的
就是口味真的略失望
原来糖葫芦是要自己拆开的
实际就是一杯白柚咖啡+一个打包糖葫芦
甜品山楂福袋最失望
就吃了山楂馅，里面就是很多奶油
慕斯蛋糕还是腻了
70块钱的尝鲜体验略不值得
不如来杯美式提神",2022-01-15
Seesaw Coffee(杭州天目里店),咖啡太淡了吧……而且一杯等了三四十分钟，也是离谱。不会再去,2022-01-14
Seesaw Coffee(景枫中心店),"新店刚开的时候去的 seesaw感觉原来在上海很出名 最近开到南京来了 点的「芝士丝绒拿铁」味道一般性 没有满杯 奶盖不浓 价格稍贵 不会再来

[薄荷]环境：
环境还可以的

[服务铃]服务：
感觉咖啡是会比较忙 然后出餐速度可以快一点",2022-01-14
Seesaw Coffee(世茂广场店),"我个人觉得seesaw在产品创新上是用心的，每次出的新品都是喜欢的🌟。
但是本次差评是在门店的卫生和服务上。每次去都是大写的无语，上次去店员在制作中，半带着口罩闻咖啡的味道。口罩上还粘到了奶泡。。。这次去，店员口罩是放在下巴上的，我不懂这带着的意义是…装饰？？？然后打包的服务员真的是很慢很慢，建议seesaw多一些店员培训管理～",2022-01-14
Seesaw Coffee(上海丁香国际店),"seesaw新店的羊毛踩雷！
之前小红书经常推送我看seesaw，然后看到了
图2的新店赠品被种草，
一个不错的不会漏水的
双口杯，但到店后说只有图1这种的，说也不会
漏。
可是到家一试那真是大跌眼镜啊，盖子味大不
说，卡扣扣不紧会弹开，漏水是肯定的。然后看
到有的新店还是旋盖双口杯，问客服，说赠品的
话店内给什么就什么，那就是雷啊，都是一个活
动为什么要让人体验这么不好呢，喉消费者无能
为力谁叫这是赠品呢。",2022-01-14
Seesaw Coffee(上海太阳宫K46店),使用seesaw小程序下单，到店等待取咖啡时才被告知红果拿铁早已售罄，且小程序点单无法送观夏香片，需要店面下单～赠品就算了，但如果咖啡售罄能否提前告知呀？为何小程序上仍能下单呢，最后只能到店后在小程序上退款，到店重新当面点单，重新排号…,2022-01-14
Seesaw Coffee(深圳海岸城店),"好久没有喝seesaw了，今天发现海岸城有一家。
选择不多，大多都是有甜味的，所以最后选了美式，这个豆子真的很酸，酸的有点过，不够香，以后不太会选择喝这家了。",2022-01-13
Seesaw Coffee(新天地南里店),可以说价格贵口味又很一般吗？新开的店看到说有杯子送，周六特地冲了。在商场里面，到了已经很多人了，第一次搞不懂状况。就和我说杯子没了，咖啡要等很久，想着这么远从宝山过来就喝吧。等的时候看到有个女的在和店员搞说要杯子，不知道怎么进来排队什么的。结果就同意明天来拿给她，她说没空什么的让她周一来。然后我发觉周围喝咖啡的都是有杯子的，就我没有。后面来的人听到没杯子也都走了，原来等这么久就我一个人没有。咖啡味道真的很一般，真的不值这个价格。后来路过其他门店也没有再光顾了。,2022-01-13
Seesaw Coffee(上海LCM店),蛋糕点心一类的没有展示柜摆出来的 要问了才知道有没有,2022-01-13
Seesaw Coffee(杭州湖滨步行街店),"玻璃房里的seesaw 
为啥觉得咖啡一般般呢 
基本上里面没有什么位置 
也不太适合做着喝咖啡 
不太舒服的环境",2022-01-13
Seesaw Coffee(上海松江印象城店),真是有钱也没用，出钱加点糖浆也不行，服务员老拽了，店就在门口靠边，大冬天的等一杯咖啡很不容易，适合夏天来喝🙃🙃🙃跟楼 Mstand不好比的，口感也就这样，四颗星也不知道是怎么被她刷出来的,2022-01-13
Seesaw Coffee(上海百联世纪店),"招行上薅羊毛的半价券，实惠是蛮实惠的

但真就是咖啡真不咋样

豆子有点烘过头了，只有焦苦味儿，而且浓缩萃取的温度过高，过于烫嘴的温度导致和奶的融合度不尽如意…

感觉seesaw远不如以前的出品了，怪不得大周末的世纪大道店里也没啥人，现在精品咖啡选择太多了……就算是半价我也觉得性价比不太高",2022-01-13
Seesaw Coffee(上生新所店),Seesaw何时变得像掺了水的咖啡☕好难喝～,2022-01-13
Seesaw Coffee(北京三里屯机电院店),喝过过最难喝的咖啡…止咳糖浆的味道[吐],2022-01-12
Seesaw Coffee(北京枫蓝国际购物中心店),观夏的联名包装挺好看，咖啡属实没啥印象了，只是一杯普普通通的美式，谈不上风味。新开的店在商场门口，有点冷。,2022-01-12
Seesaw Coffee(景枫中心店),"第一家店吾悦开的时候就想去，当时到店人太多就放弃了。终于开到了江宁，中午吃饭间隙和同事一起打卡，发现是家写字楼店。
「香橙肉桂美式」我点了冰的，同事点的热的，都还不错。冰的酸味回甘更明显，很清爽的味道，热的肉桂的味道更重，有一丢丢热红酒的意思。
澳瑞白比较一般，没什么记忆点，如果不是团购价就不太值，不会回购。
🤔总体而言，性价比不高，杯子包装也不是很好，打包走的都容易洒。价格偏高很多款都是40+，但同样的价格可以在南京找到环境更好，味道更好的店。",2022-01-12
Seesaw Coffee(北京东方广场店),实在没有更低分数可以选了。店员为什么都这么丧？先是告诉我招行活动和自带杯减5元不能同时使用，2022年了，怎么还能说自带杯和其他活动不能同享呢？之后就全程爱答不理，一度怀疑是直营店吗？之前一直在中环店买，对比之下中环店经理服务太好了，贴心又舒适。东方新天地咖啡店很多，奉劝别来这家，体验感极差。,2022-01-12
Seesaw Coffee(浦东嘉里城店),味道并没有特色，不如manner。环境还不错,2022-01-12
Seesaw Coffee(建邺吾悦广场店),"答应我不要尝试季节限定！！！[皱眉]
好奇坑自己[擦汗]
「白柚红果丝绒拿铁」被一只糖葫芦骗到了，
真心难喝[快哭了]入口又酸又很甜，喝不到咖啡的香气。也没有图片宣传的仪式感，
一根带着包装的糖葫芦摆在你平平无奇的咖啡盖上[捂脸]造型全靠自己组装！踩雷[叹气]

朋友点的常规拿铁☕️很好喝，我表示以后再也不会试奇奇怪怪的限定了[笑哭]",2022-01-12
Seesaw Coffee(财富购物中心店),难喝，慢，踩雷了,2022-01-12
Seesaw Coffee(财富购物中心店),"贵，大杯加三块钱，41块钱但也就星巴克中杯的量。
店里全是外卖小哥，未对外卖和客人进行有效区分引导。不过也可以理解，出餐太慢了，小哥在别处等着也不合理。
小程序误导选最少优惠，到底是让用还是不让用呢。
点单到取餐20分钟，离店十五分钟才收到取餐提醒。我不去催难道会喝凉咖啡？
即使新做出来的温了吧唧的，糖葫芦拿铁味道怪怪的。
附近有星巴克 tims，性价比服务速度包装都比你们优秀很多，你们开店都不对标的吗？？再也不会来",2022-01-12
Seesaw Coffee(杭州湖滨步行街店),不适合约朋友聊天坐的场所，所有的位置坐起来都不舒服，咖啡蛋糕都不错，就是座位的设计太差了，不能坐的舒服的咖啡馆，再好我也不会去了,2022-01-11
Seesaw Coffee(北京朝阳大悦城店),"如果只是来拍照📷那就不说啥了 但其实风景也就那么回事 还没有隔壁的三联书店的氛围和感觉好～除了地方大以外也没啥特别的 所谓的落地玻璃设计的也不太合理 所以座位坐在那很不舒服 硬邦邦的～

[心碎]没有服务可言 冷冰冰的也就算了 点了杯拿铁和汽泡柠檬水 结果等了快半小时了还没有做 去问一副你爱买不买等一会儿又怎么了的态度 尤其是那个做柠檬水的姑娘 戴着口罩嘴里bb什么听不清 但结合上下环境一定没好话～另外的收银的说因为外卖很多 外卖很多就耽误现场点单的么 又不是很难的饮品 我都怀疑你们是不是现种豆子再做咖啡❌❌❌

⛔️想喝咖啡的可以换到王府中环那家或者尝尝别家的豆子 想拍照的可以三思而后行 唯一的优点就是离厕所近！",2022-01-11
Seesaw Coffee(上海万象城店),"来万象城想喝咖啡的话不是韩国街的绿色那家就是Seesaw了，特别喜欢他们家的澳白，小小的一杯，喝完的画面就是德芙广告，人被巧克力丝绸包围转圈圈，我指的是丝滑的感觉，而不是指有巧克力，差不多舌头就是这种感觉吧。
但是，但是！这次不一样了，首先，杯子比以前大多了，不是一小杯而是大一点的正常杯，其次，这口感和以前的澳白没啥关系，喝完一点没有丝滑、柔顺、舌尖游走的感觉，更像一杯平平无奇的拿铁，以前喝过他们家的拿铁，就是平平无奇。
不知道是换人了还是换咖啡豆了，反正很失望，唯一值得夸的就是拉花蛮好看的。",2022-01-11
Seesaw Coffee(上海百联世纪店),"服务很好 小哥哥咖啡做的很快 环境OK
就是你家 能冻死人 工作30min 手都冻的不能弯了
商场是没有空调还是怎样 seesaw的常客了 但是这个店真的以后不会再去了",2022-01-11
Seesaw Coffee(北京枫蓝国际购物中心店),第二次订外卖，为了定早餐三明治，顺便定了两杯咖啡，等到9点，发现没有三明治。然后我就电话店家，一个女孩接电话，听完我的问题后，问一个男店员放没放，男店员一秒钟都没迟疑，理直气壮的说放了，女店员继续态度不好的让我拍照申请退款，一句对不起抱歉也不主动说，不停的说店里要爆单爆单了。我退款那耽误的时间怎么算，等到九点没等到早饭，惹了一肚子气。谁会那么无聊，电话找气受，确实没有送来三明治，还理直气壮的说放进去，一句抱歉的话也没有，差劲死了，赶紧回炉培训下吧。,2022-01-11
Seesaw Coffee(杭州湖滨步行街店),没有服务意识！差评！,2022-01-10
Seesaw Coffee(杭州湖滨步行街店),服务超级差，性价比不高，咖啡口味很一般，根本没有什么特色，蛋糕口味太甜了，不会再来了,2022-01-10
Seesaw Coffee(杭州湖滨步行街店),味道还行吧，环境不行，服务态度也不大行，不推荐,2022-01-10
Seesaw Coffee(杭州湖滨步行街店),服务真的很差，没有多人的餐桌，店里根本没有服务意识。差评，味道一般价格还贵！不如去喝八角杯、星巴克、阿拉比卡、瑞辛！,2022-01-10
Seesaw Coffee(重庆光环店),"光环这家seesaw新店是第一次来，
咖啡点了摩卡，感觉比较一般。
总体来说，seesaw好像除了特调好喝一点，
其他都比较平平无奇，
但是特调的价格又着实有点虚高了。
其实光环这边的咖啡品牌店算少的了，
比价格拼不过隔壁N+，
比口感也很遗憾的依旧不能出彩…
这地位着实有点尴尬。",2022-01-10
Seesaw Coffee(浦东美术馆店),柠檬气泡水，放冻干柠檬，也没有什么气泡，实在敷衍啊,2022-01-10
Seesaw Coffee(上海七宝万科店),没有充电宝，冬天靠门有风很冷。,2022-01-10
Seesaw Coffee(上生新所店),网红咖啡 有网不红 送的冰糖葫芦又冰又没有味道 不好吃也不好喝,2022-01-09
Seesaw Coffee(成都摩方店),点的手冲，大概是手冲探店以来最难喝性价比最低的一家。可选择的非常少，做出来和一般的美式没啥区别，或者和小某杯soe也没啥区别，层次感非常少。店里吵得人头疼，那么多客人挤在一起也没个防疫措施啥的……,2022-01-09
Seesaw Coffee(成都大悦城店),"无语 白柚红果丝绒拿铁…上面的糖葫芦真的不能再水了[再见][再见][再见][再见][再见][再见][再见][再见]我以为是放在咖啡上的 结果这是完全分开的两个东西[懵逼][懵逼][懵逼]
而且这个咖啡的味道真的一般….性价比不高",2022-01-09
Seesaw Coffee(上海太阳宫K46店),"写在前面的后记 竟然还被店员留言骚扰了 先管好自己吧[发怒][发怒][发怒]

2022.1.9 周日

服务还是那个糟糕的服务 咖啡师真的很邋遢🙄🙄🙄 从形象到操作都脏 这家店的存在就是败好感🙄🙄🙄 做事能利索点么？

那么多咖啡师 也不是出杯高峰 磨磨叽叽的 上一单做完 愣是没咖啡师做我的这单 前台收银在给客人解答问题 洗杯子的怎么叫也不回头 还有个刚上完厕所回来的 进吧台没穿上围裙先是闲聊一阵 再看看单子 摸摸头发的 服了👋🏻👋🏻👋🏻👋🏻 

这家🚮店 只有环境我认可 全是因为太阳宫打造的5楼玻璃穹顶加分 路易波士茶拿铁的口感又是寡淡的不行 拜托品控抓一下？！",2022-01-09
Seesaw Coffee(建邺吾悦广场店),乱糟糟的，一杯咖啡等半天才做好，味道也不咋样，苦，没有坚果香气,2022-01-09
Seesaw Coffee(北京枫蓝国际购物中心店),非常的不实在，团购看似量大，问了店员才知道是全北京全部店的总销量，我说呢，拿铁团购就一丢丢，一丢丢，味道一言难尽，除了苦味就是苦味，老板营销搞得好[调皮][强][强]环境太嘈杂了，挨着门口，风嗖嗖的，没一处满意的地方。,2022-01-09
Seesaw Coffee(北京朝阳大悦城店),在店里下单后小程序显示一分钟取餐，等了十分钟还没有做，反而是外卖的一杯又一杯的都做好了，完全没有人理会店里的顾客。体验感极差，手机下单还自动注册成会员，连注销都没有办法。总之，就是差,2022-01-09
Seesaw Coffee(上海天盛广场店),"一直有听到的seesaw，这里也开了一家。在商务楼里，休息日人不多。
点了招牌拿铁，还给拉花了，口味的话没吃出很特别。
纸杯的质地感觉比较一般，拿着比较薄，也看不到logo，比较低调？
总体觉得没有太特别的地方。",2022-01-09
Seesaw Coffee(上海七宝万科店),点评团购注明套餐全天可用，晚8点到店，服务员告知下午茶套餐只能在6点前使用，其他非下午茶团购套餐也无法使用，体验很差,2022-01-09
Seesaw Coffee(环贸iapm店),"带着期待的心情来打卡seesaw的新品 可是真的好难喝 白柚红果丝绒拿铁 有点酸有点甜有点苦 奶盖还是咸的……
冰糖葫芦蛮好吃的 就是有点冰 咖啡真的难喝 无论是直接喝 还是搅拌均匀 喝了一半就放弃了
确实拍照好看 但是味道才是最重要的吧 失望哦[心碎]",2022-01-08
Seesaw Coffee(北京枫蓝国际购物中心店),东西不便宜，量还小，环境太差........,2022-01-08
Seesaw Coffee(上海兴业太古汇店),"好难喝啊 
花高价买了不好喝的东西就真的很不开心
soe的味道怎么这么淡 品控是不是有问题
点完也等了好久才拿到 
也一直没什么服务可言 完全就是自助式买咖啡",2022-01-08
Seesaw Coffee(世博源店),咖啡给的时候盖子没有盖好，第一次碰到这样的情况，拿起来喝直接撒衣服裤子一身，差评，拿纸巾的时候给服务员讲，也是和自己没关系的样子,2022-01-08
Seesaw Coffee(深圳海岸城店),新店开业服务跟不上，差评。三明治微波炉加热出来不给盘子就算了，让人用手拿，小朋友一拿就烫到了。咖啡吧，要热的有山楂那款，一喝冰的[抓狂]。下午好心情完全同意被破坏,2022-01-08
Seesaw Coffee(上海LCM店),"家门口新开的seesaw，兴冲冲的过去。。。。。
结果喝到了有史以来最淡的seesaw咖啡。。。。。
新店送的环保袋也是小的可怜。。。。后面那个是其他店开业送的",2022-01-08
Seesaw Coffee(上海七宝万科店),服务烂的一趟糊涂，第一次三明治上来居然是冰的，返工加热还是冰的，感到失望，解决方案也是烂的一趟糊涂。,2022-01-08
Seesaw Coffee(上海七宝万科店),这家咖啡馆只适合人少的时候来，如果不巧坐在入口处，顾客进出商场带来的冷风会吹得你头晕眼花…… 跟店员拿杯温水，给的犹犹豫豫…… 幸好Rooibos拿铁还是好喝的。,2022-01-08
Seesaw Coffee(新天地南里店),笑死了。吃过这样的蛋糕吗？我还以为我在吃冰砖。第一次拿上来连边角都插不动。反馈了一次，给到的回答是“我们的蛋糕是冷冻的”，我理解你冷冻保存，但不代表你给到客户的就是完全没法吃的冷冻的吧，不能解冻吗？态度还是好像是客户的错误了。一问三不知的不知道怎么培训新人的？店员不像是上班的，像来谈恋爱的。本来一直对seesaw感受不错。今天开眼了。,2022-01-08
Seesaw Coffee(上海百联世纪店),"不得不点评一下的店…
点单时先后问了2个问题…
先是看到菜单上有个新品白柚红美式，便顺口问了一句这个口感会不会偏酸？……🤐无反应🤐
随后又看到元气美式，就又问了句 这款是不是带气泡的？……🤐均无回应🤐
[疑问]是我问的问题过于无知了[皱眉]至少点个头或摇个头吧～～～
等我决定好后正式开始点单了，他让我扫屏幕上的自助点餐二维码…那就扫吧…接着扫完后他便问我要点什么…[疑问][疑问][疑问]what…这是什么神操作…刷小程序点击率？…一头雾水…可能是我孤落寡闻了……
魔都居然还有这种服务态度的店…大开眼界了…
好在最后取餐时，帮我装袋的小哥哥还可以～至少让他帮我放2张纸巾进去，他理我了～不然我真以为这是他们店独有的style呢……
——————————————————————写点评时才发现，原来他们家还有团购[发呆]，店员也没提醒～感觉自己又亏了…[尴尬]",2022-01-08
Seesaw Coffee(北京朝阳大悦城店),"1、服务质量严重下架 原来还给把咖啡送到座位 现在也不给送了 服务员说人员不够 一副爱喝不喝很冷淡的态度 无奈买了卡得用完
 2、人也很少 但等了20分钟才迟迟做出来 
3、一样的糖葫芦咖啡 去年糖葫芦还是很精致的 今年也变成了超市里的冻品 冷冰冰的质量很次 
[发呆]包装很精致了 但是为啥轻视了食品的质量？品牌一做出名堂了就开始偷工减料了？",2022-01-08
Seesaw Coffee(杭州萧山万象汇店),中午想喝个咖啡，去的时候四个店员，0顾客，说了两次直接点单吧，店员就重复说微信扫码点[再见][再见][再见]就很没必要嘛，一杯咖啡直接点就完事了啊，还是说是看人下菜碟的[疑问],2022-01-08
Seesaw Coffee(上海华润时代广场店),之前很喜欢这家seesaw，现在店面面积只有以前的一半，略感逼仄，服务和水平也都下降得厉害。到店当场喝不给马克杯，也没有拉花，温开水的温度，香味淡不可闻，比在家叫外卖的国金seesaw的品质还远不如，这可是当场喝……,2022-01-08
Seesaw Coffee(杭州湖滨步行街店),「澳白」一杯咖啡味不突出的寡淡澳白 像是喝了一杯咖啡因兑的水 液面也很拉垮 出品还不如街头小店 这个价格能去精品咖啡店喝一杯 实在糟心 拔草店铺的咖啡豆了,2022-01-08
Seesaw Coffee(上海国金中心店),"为什么5555
这么潦草放糖葫芦
为什么国金没有开喜茶乐乐茶奈雪的茶
娃哈哈奶茶之流
为什么我喝咖啡会失眠
啊
啊
啊",2022-01-07
Seesaw Coffee(北京朝阳大悦城店),"饮品要的拿铁，做的一点不浓郁，没有咖啡味。
这家的豆挺一般的，做的速度也超级慢。
服务员全程黑着脸，点餐也一直在玩手机，要个杯子也不给，说活很不客气。真心不如星巴克，不会再来了，也会告诉朋友不再来。",2022-01-07
Seesaw Coffee(上海百联世纪店),服务太一般 体验感非常差 不收桌子 点单也无精打采 甚至没有问有没有个性化要求,2022-01-06
Seesaw Coffee(上海K11购物艺术中心B1店),点了一杯新品，五个人在柜台里，一个人做咖啡，而且还不是一杯接一杯的做，磨磨蹭蹭一会这样一会那样，前面就2杯等了20分钟....口味一般吧，咖啡也没有很香，还是应该去楼上喝manner的,2022-01-06
Seesaw Coffee(上海海洋大厦店),这家体验度很差，一杯西柚美式尽然都没有满杯，服务也不行，是我体验最差的seesaw,2022-01-06
Seesaw Coffee(建邺吾悦广场店),"新品点了个外卖
糖葫芦是冰箱拿出来的，有点冰有点酸
咖啡里面有咸咸的奶盖，还有点山楂味
朋友说酸，我觉得不酸，比较甜，但是喝不出什么咖啡味，又自己加了点浓缩
总体来说，加的东西盖过了咖啡的味道，比较有噱头，但是味道一般，而且不便宜",2022-01-06
Seesaw Coffee(财富购物中心店),"这家店稍微有点小，要不是晚上来，肯定人气不低、不太好找到座位。

点了杯新品，味道也有点踩雷，白柚红美式真心有点怪味，咖啡的苦味+也没有椰奶那种浓厚有深度的口感，实在是比较一般。",2022-01-05
Seesaw Coffee(北京三里屯机电院店),店特别小，进店之后只能自行扫码点餐，做咖啡的地方也是开放的，跟客人做的地方连着的，客人坐的地方大概四五张小桌子，好小啊真的，我觉得这里只适合买了外带吧。我点了一杯澳白一个蛋糕外带，等了二十分钟。。。。,2022-01-05
Seesaw Coffee(上海兴业太古汇店),"和闺蜜在随堂里吃过饭，决定在太古汇找一家咖啡馆坐一下，于是就走进了这家SeeSaw，看到一个团购，正好可以兑换二杯咖啡，于是就买了一个团购。

咖啡等了很久也没来，后来还是我自己走过去才发现到。新品糖葫芦拿铁太甜太腻了，而且糖葫芦冻的很厉害，过了很久也没法吃，真心不推荐。

不知道为什么，现在Seesaw真的越来越难喝了，看在拍照好看的份上，勉强写一个三星算了。",2022-01-05
Seesaw Coffee(上海太阳宫K46店),"继续太阳宫打卡，seesaw coffee点单时候看到有新品，大众点评上也正好有两杯新品59元的团购，就买了。前台点单，店员说团购不能点新品，然后拿出手机给她看，把我手机拿过去了......看就看吧，不至于要拿我手机吧.....
       等咖啡时候看到女店员刷手机的，男女店员互相打闹的.....就不能快一点弄咖啡嘛
「白柚红果丝绒拿铁」「白柚红美式」 这家反正都是纸杯，不管是不是外带，都选了热的少糖，写点评时候发现白柚红果丝绒拿铁上面三颗糖葫芦是没有的。味道马马虎虎，对于seesaw一出新品就买来喝的我来说，对太阳宫这家seesaw很失望啦～最近应该都不会买seesaw咖啡了～",2022-01-05
Seesaw Coffee(世博源店),这个价格的咖啡一般吧,2022-01-05
Seesaw Coffee(北京远洋未来广场店),"被杯子种草的一家店 
看点评这家送杯子 还限量 于是上班之日起个大早来抢杯子[偷笑] 
店内环境不大 很干净 有堂食  位置在 朝向四环的门边 
不过话说这家店性价比不是很高 价格比较贵 咖啡量比较小 相对还是蛮贵的….
我觉得我拿到杯子后不会回购了[捂脸]",2022-01-05
Seesaw Coffee(上海百联世纪店),没去他家喝过，就想去试试。但是去了却又失望。咖啡☕️也就一般，但是服务员的生硬态度，却给我们留下了一个不好的印象。,2022-01-04
Seesaw Coffee(杭州奥体印象城店),"觉得味道没有天目里的好[闭嘴]
位置好找，一眼就能瞧见
付款的时候一定要扫码成会员让人忧心不悦[闭嘴]
人不算多吧，点了杯「芝士丝绒拿铁」
等了大概五分钟吧
咖啡本身没有很香
略失望
[闭嘴]",2022-01-04
Seesaw Coffee(深圳华润万象天地店),"看大众友友推荐来的
团了个套餐，可能抱着期待所以有点小失望

[薄荷]环境：
在写字楼里面，地方比较小，位置都是比较小而且隔得很近，感觉比较不舒适

[服务铃]服务：
很多甜品蛋糕都没有，有些小失望
「冰拿铁」「抹茶拿铁」抹茶拿铁还可以
「轻盈红丝绒蛋糕」一般般",2022-01-04
Seesaw Coffee(上海太阳宫K46店),"2022.1.4 周二

每次来体验都很差 服务不好 咖啡师围裙也不带 口罩没有遮住鼻子 装样子戴着有什么用？？🙄🙄🙄🙄 给人非常随意 邋遢的感觉 以前讲求服务的西骚去哪里了？？？！！！[发怒][发怒][发怒] 

昨天去收银台点单 收银处咖啡师顾着看手机 站了一会也没人招呼 等我出声表示要点单 被告知要等20分钟 Fine 不喝了 感觉我不点单是不给他们增加负担了[微笑][微笑][微笑]

今天给妈妈外带路易波士茶拿铁 制作的咖啡师还不知道蜂蜜要放多少克[微笑][微笑][微笑] 问了另一位咖啡师 S.O.P.都不知道嘛？？再说风味 回家后我也尝了一口 路易波士茶的本味实在太太太淡了 很水 不知道放了多少茶粉去萃的 和以往风味差太多 妈妈也说味道很淡",2022-01-04
Seesaw Coffee(苏州中心店),"口味偏苦，环境一般比较拥挤吵闹
团购23元的一杯超级小[囧]
还是自己自助点大杯的比较好",2022-01-04
Seesaw Coffee(北京东方广场店),"体验感超级差，询问店员有没有中深烘培的豆子,店员的回答非常业务不专业！要了杯意式浓缩我说了店里喝，结果给我的一次性杯子，询问为什么被告知这家店就是外卖店，顺便说一句桌子是被提示过才收拾的",2022-01-04
Seesaw Coffee(杭州天目里店),"「白柚红果丝绒拿铁」说实话，味道确实有点怪。又甜、又点奶盖的咸、又有柚子的苦涩。甜味占大比重，个人完全不推荐这款。混在一起真心不好喝。糖葫芦应该不是直接放进去吧？
「草莓酸奶轻芝士蛋糕」很甜，齁甜。应该是放了致死量的糖，也不推荐。
不喜欢甜的以上两款都不要点，老公给我点的外卖，直接踩雷。
蛋糕和咖啡分开包装的。包装不错，不过蛋糕送歪了。",2022-01-04
